employee_id,hire_date,hire_source
emp_000306,2023-06-01,referral
emp_000307,2018-12-31,recruiter
emp_000308,2025-10-31,recruiter
emp_000309,2025-06-01,linkedin
emp_000310,2021-01-30,conference
emp_000311,2025-06-01,linkedin
emp_000312,2023-10-01,boomerang
emp_000313,2024-09-30,company_site
emp_000314,2021-05-01,linkedin
emp_000315,2025-08-01,linkedin
emp_000316,2024-09-30,linkedin
emp_000317,2024-09-30,company_site
emp_000318,2019-12-01,conference
emp_000319,2017-10-31,company_site
emp_000320,2025-05-01,boomerang
emp_000321,2023-01-30,referral
emp_000322,2025-03-01,company_site
emp_000323,2024-11-30,referral
emp_000324,2023-06-01,referral
emp_000325,2023-01-30,referral
emp_000326,2024-03-01,referral
emp_000327,2024-03-01,referral
emp_000328,2025-08-01,recruiter
emp_000329,2023-12-31,recruiter
emp_000330,2025-07-01,linkedin
emp_000331,2023-01-30,referral
emp_000332,2021-10-31,linkedin
emp_000333,2023-10-01,referral
emp_000334,2021-09-30,recruiter
emp_000335,2025-03-01,recruiter
emp_000336,2024-12-31,referral
emp_000337,2022-04-01,conference
emp_000338,2022-05-01,company_site
emp_000339,2024-05-01,referral
emp_000340,2026-04-01,referral
emp_000341,2020-07-31,conference
emp_000342,2024-05-01,linkedin
emp_000343,2023-01-30,referral
emp_000344,2018-08-01,recruiter
emp_000345,2023-05-02,referral
emp_000346,2023-09-01,linkedin
emp_000347,2021-09-30,referral
emp_000348,2022-08-01,conference
emp_000349,2022-08-01,referral
emp_000350,2024-04-01,linkedin
emp_000351,2025-06-01,linkedin
emp_000352,2023-04-01,recruiter
emp_000353,2020-05-31,referral
emp_000354,2025-10-31,referral
emp_000355,2023-03-02,company_site
emp_000356,2025-03-01,recruiter
emp_000357,2024-07-01,linkedin
emp_000358,2020-10-31,recruiter
emp_000359,2023-12-01,referral
emp_000360,2024-08-31,referral
emp_000361,2024-12-31,company_site
emp_000362,2023-10-31,boomerang
emp_000363,2023-12-31,company_site
emp_000364,2020-09-30,linkedin
emp_000365,2021-11-30,linkedin
emp_000366,2023-05-02,recruiter
emp_000367,2020-11-30,company_site
emp_000368,2024-05-01,recruiter
emp_000369,2025-11-30,university
emp_000370,2024-09-30,boomerang
emp_000371,2024-01-31,recruiter
emp_000372,2025-08-01,linkedin
emp_000373,2024-11-30,linkedin
emp_000374,2023-09-01,company_site
emp_000375,2023-12-01,linkedin
emp_000376,2023-12-01,linkedin
emp_000377,2022-08-01,linkedin
emp_000378,2022-08-31,recruiter
emp_000379,2024-01-31,linkedin
emp_000380,2024-03-01,referral
emp_000381,2024-04-01,referral
emp_000382,2022-12-31,referral
emp_000383,2021-08-01,linkedin
emp_000384,2024-07-01,boomerang
emp_000385,2021-05-01,referral
emp_000386,2025-10-01,company_site
emp_000387,2018-10-01,linkedin
emp_000388,2024-04-01,company_site
emp_000389,2025-03-01,university
emp_000390,2021-11-30,company_site
emp_000391,2020-10-31,referral
emp_000392,2022-08-31,boomerang
emp_000393,2024-03-01,linkedin
emp_000394,2022-07-01,university
emp_000395,2024-09-30,linkedin
emp_000396,2020-09-30,recruiter
emp_000397,2025-04-01,recruiter
emp_000398,2023-09-01,university
emp_000399,2021-04-01,referral
emp_000400,2024-07-01,company_site
emp_000401,2023-03-02,linkedin
emp_000402,2025-06-01,conference
emp_000403,2024-08-31,company_site
emp_000404,2021-09-30,referral
emp_000405,2023-03-02,referral
emp_000406,2023-04-01,recruiter
emp_000407,2025-06-01,recruiter
emp_000408,2025-01-30,linkedin
emp_000409,2021-01-30,referral
emp_000410,2025-01-30,referral
emp_000411,2024-12-31,referral
emp_000412,2023-06-01,linkedin
emp_000413,2025-07-01,company_site
emp_000414,2025-08-31,recruiter
emp_000415,2025-11-30,referral
emp_000416,2022-04-01,recruiter
emp_000417,2024-03-01,referral
emp_000418,2021-04-01,linkedin
emp_000419,2022-06-01,recruiter
emp_000420,2026-01-30,linkedin
emp_000421,2024-12-31,linkedin
emp_000422,2024-11-30,recruiter
emp_000423,2025-06-01,company_site
emp_000424,2024-01-31,linkedin
emp_000425,2024-09-30,recruiter
emp_000426,2023-06-01,company_site
emp_000427,2021-07-01,conference
emp_000428,2025-12-31,recruiter
emp_000429,2023-07-02,referral
emp_000430,2025-08-31,recruiter
emp_000431,2025-08-31,boomerang
emp_000432,2023-09-01,referral
emp_000433,2022-08-01,referral
emp_000434,2024-07-31,conference
emp_000435,2021-04-01,referral
emp_000436,2022-08-01,linkedin
emp_000437,2023-08-01,referral
emp_000438,2025-11-30,recruiter
emp_000439,2022-08-01,recruiter
emp_000440,2024-08-31,referral
emp_000441,2023-09-01,company_site
emp_000442,2025-03-01,boomerang
emp_000443,2021-11-30,recruiter
emp_000444,2023-05-02,conference
emp_000445,2026-01-30,linkedin
emp_000446,2025-03-01,company_site
emp_000447,2025-05-01,linkedin
emp_000448,2025-03-01,linkedin
emp_000449,2024-10-31,recruiter
emp_000450,2023-05-02,company_site
emp_000451,2025-01-30,recruiter
emp_000452,2024-03-01,linkedin
emp_000453,2022-10-31,linkedin
emp_000454,2024-04-01,conference
emp_000455,2026-01-30,linkedin
emp_000456,2021-08-31,recruiter
emp_000457,2025-08-01,referral
emp_000458,2024-11-30,university
emp_000459,2023-10-01,referral
emp_000460,2019-12-01,recruiter
emp_000461,2025-11-30,referral
emp_000462,2023-08-01,linkedin
emp_000463,2021-12-31,university
emp_000464,2021-01-30,referral
emp_000465,2022-10-01,referral
emp_000466,2023-05-02,referral
emp_000467,2025-11-30,recruiter
emp_000468,2017-03-01,university
emp_000469,2023-01-30,university
emp_000470,2023-06-01,recruiter
emp_000471,2019-10-31,company_site
emp_000472,2025-01-30,referral
emp_000473,2025-04-01,recruiter
emp_000474,2022-08-31,linkedin
emp_000475,2023-09-01,linkedin
emp_000476,2022-03-02,recruiter
emp_000477,2021-10-31,referral
emp_000478,2025-06-01,university
emp_000479,2020-08-31,recruiter
emp_000480,2024-04-01,linkedin
emp_000481,2023-09-01,referral
emp_000482,2021-04-01,linkedin
emp_000483,2025-05-01,recruiter
emp_000484,2021-11-30,referral
emp_000485,2024-11-30,referral
emp_000486,2022-05-01,conference
emp_000487,2022-10-31,recruiter
emp_000488,2021-04-01,referral
emp_000489,2023-08-01,conference
emp_000490,2023-07-02,boomerang
emp_000491,2026-05-02,linkedin
emp_000492,2021-10-31,conference
emp_000493,2026-01-30,recruiter
emp_000494,2023-10-31,company_site
emp_000495,2025-11-30,referral
emp_000496,2024-04-01,university
emp_000497,2021-08-31,recruiter
emp_000498,2024-12-31,referral
emp_000499,2024-05-01,recruiter
emp_000500,2026-06-01,linkedin
emp_000501,2025-08-01,linkedin
emp_000502,2024-10-31,conference
emp_000503,2025-08-01,company_site
emp_000504,2025-07-01,referral
emp_000505,2024-07-01,referral
emp_000506,2024-10-31,linkedin
emp_000507,2025-05-01,recruiter
emp_000508,2022-10-31,linkedin
emp_000509,2023-07-02,referral
emp_000510,2019-12-31,company_site
emp_000511,2022-12-31,linkedin
emp_000512,2024-04-01,recruiter
emp_000513,2026-06-01,referral
emp_000514,2024-08-31,recruiter
emp_000515,2023-04-01,university
emp_000516,2024-07-31,referral
emp_000517,2024-04-01,referral
emp_000518,2024-01-31,recruiter
emp_000519,2026-07-01,referral
emp_000520,2025-08-01,linkedin
emp_000521,2025-10-31,university
emp_000522,2025-04-01,recruiter
emp_000523,2026-04-01,linkedin
emp_000524,2024-05-01,referral
emp_000525,2018-07-01,linkedin
emp_000526,2021-04-01,referral
emp_000527,2019-06-01,referral
emp_000528,2023-06-01,referral
emp_000529,2021-11-30,linkedin
emp_000530,2024-01-31,company_site
emp_000531,2023-06-01,recruiter
emp_000532,2020-10-31,linkedin
emp_000533,2019-10-01,referral
emp_000534,2024-07-01,linkedin
emp_000535,2025-01-30,company_site
emp_000536,2020-05-31,referral
emp_000537,2024-10-31,referral
emp_000538,2018-08-01,boomerang
emp_000539,2019-12-31,linkedin
emp_000540,2025-06-01,linkedin
emp_000541,2026-06-01,linkedin
emp_000542,2023-01-30,company_site
emp_000543,2024-11-30,recruiter
emp_000544,2024-08-31,linkedin
emp_000545,2023-12-01,university
emp_000546,2024-05-01,linkedin
emp_000547,2025-12-31,recruiter
emp_000548,2022-10-31,referral
emp_000549,2022-10-31,referral
emp_000550,2024-10-31,linkedin
emp_000551,2022-05-01,linkedin
emp_000552,2022-01-30,university
emp_000553,2022-12-01,company_site
emp_000554,2023-09-01,company_site
emp_000555,2024-12-31,referral
emp_000556,2025-06-01,company_site
emp_000557,2025-04-01,linkedin
emp_000558,2025-10-01,referral
emp_000559,2023-04-01,university
emp_000560,2024-07-31,recruiter
emp_000561,2022-08-31,referral
emp_000562,2024-10-31,referral
emp_000563,2024-01-31,referral
emp_000564,2023-10-31,university
emp_000565,2022-08-31,linkedin
emp_000566,2024-05-31,referral
emp_000567,2026-05-02,university
emp_000568,2024-04-01,university
emp_000569,2025-10-01,linkedin
emp_000570,2022-01-30,recruiter
emp_000571,2024-10-31,linkedin
emp_000572,2023-04-01,referral
emp_000573,2025-12-31,linkedin
emp_000574,2025-10-31,recruiter
emp_000575,2025-06-01,company_site
emp_000576,2025-11-30,referral
emp_000577,2025-01-30,linkedin
emp_000578,2024-03-01,referral
emp_000579,2024-09-30,linkedin
emp_000580,2025-05-01,recruiter
emp_000581,2025-07-01,recruiter
emp_000582,2025-06-01,recruiter
emp_000583,2020-05-31,recruiter
emp_000584,2024-08-31,linkedin
emp_000585,2022-01-30,recruiter
emp_000586,2025-08-01,linkedin
emp_000587,2021-12-31,referral
emp_000588,2023-03-02,referral
emp_000589,2024-07-01,boomerang
emp_000590,2020-07-31,recruiter
emp_000591,2024-03-01,recruiter
emp_000592,2023-10-01,linkedin
emp_000593,2024-11-30,company_site
emp_000594,2022-10-01,company_site
emp_000595,2023-10-01,university
emp_000596,2024-10-31,company_site
emp_000597,2025-03-01,linkedin
emp_000598,2024-12-31,conference
emp_000599,2026-04-01,referral
emp_000600,2024-05-01,referral
emp_000601,2025-01-30,conference
emp_000602,2022-08-01,referral
emp_000603,2020-10-31,company_site
emp_000604,2020-10-31,linkedin
emp_000605,2024-05-01,university
emp_000606,2023-12-01,referral
emp_000607,2021-10-31,company_site
emp_000608,2024-01-31,linkedin
emp_000609,2020-07-01,university
emp_000610,2016-10-30,linkedin
emp_000611,2025-04-01,recruiter
emp_000612,2021-01-30,recruiter
emp_000613,2024-12-31,recruiter
emp_000614,2026-05-02,university
emp_000615,2021-08-01,referral
emp_000616,2022-01-30,referral
emp_000617,2025-11-30,university
emp_000618,2025-08-01,company_site
emp_000619,2025-06-01,conference
emp_000620,2024-09-30,linkedin
emp_000621,2024-03-01,company_site
emp_000622,2023-10-01,referral
emp_000623,2024-10-31,recruiter
emp_000624,2023-05-02,conference
emp_000625,2023-10-31,company_site
emp_000626,2024-08-31,linkedin
emp_000627,2023-04-01,linkedin
emp_000628,2025-10-31,linkedin
emp_000629,2023-08-01,linkedin
emp_000630,2019-12-31,company_site
emp_000631,2024-08-31,referral
emp_000632,2025-08-01,linkedin
emp_000633,2025-12-31,referral
emp_000634,2024-08-31,linkedin
emp_000635,2022-10-01,referral
emp_000636,2025-10-31,company_site
emp_000637,2020-07-31,company_site
emp_000638,2025-06-01,company_site
emp_000639,2023-06-01,recruiter
emp_000640,2023-10-01,conference
emp_000641,2022-08-31,referral
emp_000642,2024-11-30,recruiter
emp_000643,2025-08-31,linkedin
emp_000644,2024-01-31,recruiter
emp_000645,2024-08-31,referral
emp_000646,2023-01-30,linkedin
emp_000647,2024-10-31,referral
emp_000648,2019-12-31,recruiter
emp_000649,2024-07-01,linkedin
emp_000650,2020-09-30,recruiter
emp_000651,2026-03-02,linkedin
emp_000652,2025-06-01,recruiter
emp_000653,2025-08-31,linkedin
emp_000654,2023-07-02,boomerang
emp_000655,2020-09-30,referral
emp_000656,2024-07-31,recruiter
emp_000657,2023-03-02,university
emp_000658,2024-05-01,recruiter
emp_000659,2024-10-31,linkedin
emp_000660,2024-12-31,linkedin
emp_000661,2025-06-01,referral
emp_000662,2024-07-31,linkedin
emp_000663,2023-03-02,university
emp_000664,2024-05-31,university
emp_000665,2025-08-31,company_site
emp_000666,2024-09-30,linkedin
emp_000667,2019-08-31,recruiter
emp_000668,2025-05-01,recruiter
emp_000669,2025-04-01,referral
emp_000670,2025-04-01,referral
emp_000671,2022-08-01,linkedin
emp_000672,2023-12-31,company_site
emp_000673,2022-04-01,linkedin
emp_000674,2021-06-01,linkedin
emp_000675,2024-12-31,company_site
emp_000676,2021-07-01,university
emp_000677,2023-04-01,recruiter
emp_000678,2025-01-30,referral
emp_000679,2020-09-30,linkedin
emp_000680,2021-09-30,referral
emp_000681,2020-11-30,referral
emp_000682,2024-05-31,boomerang
emp_000683,2020-05-31,referral
emp_000684,2023-09-01,recruiter
emp_000685,2021-05-01,linkedin
emp_000686,2022-01-30,university
emp_000687,2012-05-31,company_site
emp_000688,2015-07-01,recruiter
emp_000689,2023-03-02,linkedin
emp_000690,2022-05-01,recruiter
emp_000691,2022-04-01,linkedin
emp_000692,2025-04-01,linkedin
emp_000693,2024-07-01,recruiter
emp_000694,2011-01-30,conference
emp_000695,2023-10-31,boomerang
emp_000696,2023-03-02,boomerang
emp_000697,2019-12-31,recruiter
emp_000698,2021-04-01,referral
emp_000699,2024-05-31,referral
emp_000700,2024-12-31,referral
emp_000701,2023-12-31,recruiter
emp_000702,2022-10-01,linkedin
emp_000703,2023-08-01,referral
emp_000704,2024-07-01,linkedin
emp_000705,2017-07-01,recruiter
emp_000706,2023-12-01,recruiter
emp_000707,2023-12-01,recruiter
emp_000708,2024-01-31,boomerang
emp_000709,2023-06-01,linkedin
emp_000710,2025-04-01,company_site
emp_000711,2024-10-31,recruiter
emp_000712,2023-06-01,referral
emp_000713,2025-07-01,linkedin
emp_000714,2023-10-01,company_site
emp_000715,2024-08-31,boomerang
emp_000716,2024-08-31,recruiter
emp_000717,2024-05-31,recruiter
emp_000718,2018-07-01,conference
emp_000719,2023-03-02,boomerang
emp_000720,2024-07-31,boomerang
emp_000721,2023-09-01,linkedin
emp_000722,2024-01-31,linkedin
emp_000723,2025-10-31,company_site
emp_000724,2023-07-02,referral
emp_000725,2021-04-01,recruiter
emp_000726,2023-08-01,boomerang
emp_000727,2025-07-01,referral
emp_000728,2025-03-01,company_site
emp_000729,2021-04-01,recruiter
emp_000730,2023-05-02,linkedin
emp_000731,2024-09-30,referral
emp_000732,2025-06-01,recruiter
emp_000733,2025-01-30,boomerang
emp_000734,2021-09-30,referral
emp_000735,2023-08-01,linkedin
emp_000736,2026-07-01,referral
emp_000737,2025-11-30,recruiter
emp_000738,2025-03-01,recruiter
emp_000739,2021-05-01,boomerang
emp_000740,2025-07-01,company_site
emp_000741,2025-10-31,referral
emp_000742,2025-11-30,referral
emp_000743,2026-06-01,referral
emp_000744,2025-03-01,company_site
emp_000745,2024-10-31,boomerang
emp_000746,2025-11-30,referral
emp_000747,2024-09-30,company_site
emp_000748,2023-01-30,recruiter
emp_000749,2024-04-01,recruiter
emp_000750,2025-08-01,conference
emp_000751,2021-05-01,university
emp_000752,2024-04-01,linkedin
emp_000753,2024-08-31,recruiter
emp_000754,2024-05-31,linkedin
emp_000755,2024-12-31,recruiter
emp_000756,2023-03-02,linkedin
emp_000757,2025-08-01,linkedin
emp_000758,2018-05-01,recruiter
emp_000759,2025-10-31,recruiter
emp_000760,2025-03-01,referral
emp_000761,2025-05-01,company_site
emp_000762,2016-05-01,recruiter
emp_000763,2023-03-02,referral
emp_000764,2022-03-02,company_site
emp_000765,2022-05-01,company_site
emp_000766,2023-06-01,referral
emp_000767,2022-01-30,referral
emp_000768,2025-07-01,linkedin
emp_000769,2025-01-30,referral
emp_000770,2025-08-31,referral
emp_000771,2021-08-31,company_site
emp_000772,2024-10-31,referral
emp_000773,2023-01-30,linkedin
emp_000774,2022-12-01,referral
emp_000775,2020-01-31,recruiter
emp_000776,2025-07-01,referral
emp_000777,2026-07-01,company_site
emp_000778,2022-10-31,recruiter
emp_000779,2022-08-01,recruiter
emp_000780,2022-12-01,recruiter
emp_000781,2024-03-01,referral
emp_000782,2026-03-02,recruiter
emp_000783,2024-03-01,linkedin
emp_000784,2024-05-01,linkedin
emp_000785,2024-03-01,recruiter
emp_000786,2025-01-30,company_site
emp_000787,2025-11-30,recruiter
emp_000788,2024-05-31,linkedin
emp_000789,2018-03-01,linkedin
emp_000790,2024-01-31,conference
emp_000791,2022-12-31,recruiter
emp_000792,2024-01-31,conference
emp_000793,2026-07-01,university
emp_000794,2025-08-01,company_site
emp_000795,2024-12-31,linkedin
emp_000796,2022-03-02,linkedin
emp_000797,2025-01-30,linkedin
emp_000798,2023-05-02,university
emp_000799,2025-06-01,boomerang
emp_000800,2023-07-02,boomerang
emp_000801,2024-05-31,company_site
emp_000802,2020-09-30,company_site
emp_000803,2018-01-30,referral
emp_000804,2023-10-31,linkedin
emp_000805,2024-07-31,company_site
emp_000806,2022-03-02,linkedin
emp_000807,2024-01-31,linkedin
emp_000808,2023-03-02,linkedin
emp_000809,2019-10-31,referral
emp_000810,2024-03-01,linkedin
emp_000811,2023-10-01,linkedin
emp_000812,2024-10-31,conference
emp_000813,2021-05-01,linkedin
emp_000814,2024-11-30,recruiter
emp_000815,2023-08-01,referral
emp_000816,2020-12-30,recruiter
emp_000817,2025-06-01,referral
emp_000818,2023-05-02,linkedin
