employee_id,effective_date,base_salary,bonus_target_pct,equity_value
emp_000119,2025-07-01,161545.57,0.15,35674.86
emp_000120,2026-07-01,186238.28,0.15,46679.3
emp_000120,2025-07-01,175696.49,0.15,44037.08
emp_000120,2024-07-01,165751.41,0.15,41544.41
emp_000121,2026-07-01,76045.86,0.05,5835.43
emp_000122,2026-07-01,182423.45,0.2,120141.46
emp_000122,2025-07-01,172097.59,0.2,113341.0
emp_000123,2026-07-01,129717.64,0.1,14945.01
emp_000124,2026-07-01,62185.0,0.05,4828.52
emp_000125,2026-07-01,143210.57,0.1,27938.88
emp_000126,2026-07-01,182995.16,0.12,46313.62
emp_000127,2026-07-01,137464.62,0.1,31289.71
emp_000128,2026-07-01,182195.9,0.12,50068.86
emp_000128,2025-07-01,171882.92,0.12,47234.77
emp_000128,2024-07-01,162153.7,0.12,44561.11
emp_000129,2026-07-01,74496.2,0.05,6014.89
emp_000130,2026-07-01,207886.75,0.15,45431.44
emp_000130,2025-07-01,196119.58,0.15,42859.85
emp_000131,2026-07-01,229391.43,0.15,88949.26
emp_000131,2025-07-01,216407.01,0.15,83914.4
emp_000131,2024-07-01,204157.56,0.15,79164.52
emp_000132,2026-07-01,169955.31,0.15,45109.61
emp_000132,2025-07-01,160335.2,0.15,42556.24
emp_000133,2026-07-01,182952.16,0.15,47716.78
emp_000133,2025-07-01,172596.38,0.15,45015.83
emp_000133,2024-07-01,162826.77,0.15,42467.76
emp_000134,2026-07-01,155101.07,0.1,20778.05
emp_000134,2025-07-01,146321.76,0.1,19601.93
emp_000135,2026-07-01,115415.4,0.1,26987.98
emp_000135,2025-07-01,108882.45,0.1,25460.36
emp_000135,2024-07-01,102719.3,0.1,24019.21
emp_000136,2026-07-01,94805.22,0.05,6071.04
emp_000136,2025-07-01,89438.89,0.05,5727.4
emp_000137,2026-07-01,91470.59,0.07,13603.35
emp_000138,2026-07-01,162170.59,0.12,66126.28
emp_000139,2026-07-01,215349.7,0.12,76636.15
emp_000139,2025-07-01,203160.09,0.12,72298.25
emp_000140,2026-07-01,37635.0,0.07,11488.27
emp_000141,2026-07-01,128354.14,0.1,26798.77
emp_000142,2026-07-01,171761.67,0.15,45334.74
emp_000143,2026-07-01,181268.3,0.15,63169.2
emp_000143,2025-07-01,171007.83,0.15,59593.58
emp_000144,2026-07-01,126440.56,0.1,25214.92
emp_000145,2026-07-01,216840.93,0.12,55904.2
emp_000145,2025-07-01,204566.92,0.12,52739.81
emp_000145,2024-07-01,192987.66,0.12,49754.54
emp_000146,2026-07-01,239800.14,0.2,65994.25
emp_000146,2025-07-01,226226.55,0.2,62258.73
emp_000147,2026-07-01,85087.58,0.05,3879.68
emp_000147,2025-07-01,80271.3,0.05,3660.08
emp_000147,2024-07-01,75727.64,0.05,3452.9
emp_000148,2026-07-01,274557.23,0.15,144127.57
emp_000148,2025-07-01,259016.25,0.15,135969.41
emp_000149,2026-07-01,171450.33,0.15,54948.29
emp_000149,2025-07-01,161745.59,0.15,51838.01
emp_000150,2026-07-01,203347.12,0.2,103291.37
emp_000150,2025-07-01,191836.91,0.2,97444.69
emp_000151,2026-07-01,100002.39,0.07,11050.0
emp_000152,2026-07-01,132419.61,0.1,20381.6
emp_000152,2025-07-01,124924.16,0.1,19227.92
emp_000152,2024-07-01,117852.98,0.1,18139.55
emp_000153,2026-07-01,207025.23,0.12,67517.94
emp_000154,2026-07-01,149289.24,0.1,21242.34
emp_000154,2025-07-01,140838.91,0.1,20039.94
emp_000154,2024-07-01,132866.89,0.1,18905.61
emp_000155,2026-07-01,290338.28,0.25,190177.39
emp_000155,2025-07-01,273904.04,0.25,179412.63
emp_000156,2026-07-01,89173.95,0.07,11350.51
emp_000157,2026-07-01,84478.68,0.05,5302.35
emp_000157,2025-07-01,79696.87,0.05,5002.22
emp_000157,2024-07-01,75185.72,0.05,4719.07
emp_000158,2026-07-01,162845.44,0.12,52040.34
emp_000159,2026-07-01,244134.48,0.2,114674.26
emp_000159,2025-07-01,230315.55,0.2,108183.26
emp_000159,2024-07-01,217278.82,0.2,102059.68
emp_000160,2026-07-01,458006.53,0.35,375564.76
emp_000160,2025-07-01,432081.63,0.35,354306.38
emp_000160,2024-07-01,407624.18,0.35,334251.3
emp_000161,2026-07-01,30000.0,0.05,3610.94
emp_000162,2026-07-01,86429.1,0.05,5958.48
emp_000163,2026-07-01,133365.39,0.1,26298.19
emp_000163,2025-07-01,125816.41,0.1,24809.61
emp_000163,2024-07-01,118694.72,0.1,23405.3
emp_000164,2026-07-01,177718.52,0.1,26502.53
emp_000164,2025-07-01,167658.98,0.1,25002.39
emp_000164,2024-07-01,158168.85,0.1,23587.16
emp_000165,2026-07-01,157816.91,0.1,19605.37
emp_000165,2025-07-01,148883.88,0.1,18495.63
emp_000166,2026-07-01,60154.61,0.05,5661.36
emp_000166,2025-07-01,56749.63,0.05,5340.91
emp_000167,2026-07-01,203843.42,0.12,66676.99
emp_000167,2025-07-01,192305.11,0.12,62902.82
emp_000167,2024-07-01,181419.92,0.12,59342.28
emp_000168,2026-07-01,192180.32,0.1,31837.91
emp_000169,2026-07-01,232598.81,0.12,62200.02
emp_000169,2025-07-01,219432.84,0.12,58679.26
emp_000170,2026-07-01,80823.76,0.05,4251.81
emp_000170,2025-07-01,76248.83,0.05,4011.14
emp_000171,2026-07-01,129475.8,0.12,57009.64
emp_000171,2025-07-01,122146.98,0.12,53782.68
emp_000171,2024-07-01,115233.0,0.12,50738.38
emp_000172,2026-07-01,216529.74,0.15,130354.85
emp_000173,2026-07-01,284855.03,0.2,122945.82
emp_000173,2025-07-01,268731.16,0.2,115986.62
emp_000174,2026-07-01,164391.41,0.2,98522.01
emp_000174,2025-07-01,155086.24,0.2,92945.29
emp_000175,2026-07-01,82450.53,0.07,10991.7
emp_000175,2025-07-01,77783.52,0.07,10369.53
emp_000176,2026-07-01,90732.38,0.07,14101.49
emp_000177,2026-07-01,196150.88,0.2,107598.78
emp_000177,2025-07-01,185048.0,0.2,101508.28
emp_000177,2024-07-01,174573.58,0.2,95762.53
emp_000178,2026-07-01,53887.47,0.12,72717.32
emp_000178,2025-07-01,50837.24,0.12,68601.25
emp_000178,2024-07-01,47959.66,0.12,64718.16
emp_000179,2026-07-01,88554.71,0.05,5361.76
emp_000179,2025-07-01,83542.18,0.05,5058.26
emp_000179,2024-07-01,78813.38,0.05,4771.95
emp_000180,2026-07-01,164565.27,0.1,23919.66
emp_000180,2025-07-01,155250.25,0.1,22565.72
emp_000180,2024-07-01,146462.5,0.1,21288.41
emp_000181,2026-07-01,201670.67,0.15,147376.93
emp_000181,2025-07-01,190255.35,0.15,139034.84
emp_000182,2026-07-01,177604.75,0.1,22592.25
emp_000182,2025-07-01,167551.65,0.1,21313.44
emp_000183,2026-07-01,225615.48,0.15,34131.41
emp_000183,2025-07-01,212844.79,0.15,32199.44
emp_000184,2026-07-01,151681.66,0.1,29736.96
emp_000184,2025-07-01,143095.91,0.1,28053.74
emp_000185,2026-07-01,277887.53,0.15,85973.17
emp_000185,2025-07-01,262158.05,0.15,81106.76
emp_000186,2026-07-01,228244.68,0.15,43002.72
emp_000186,2025-07-01,215325.17,0.15,40568.6
emp_000186,2024-07-01,203136.95,0.15,38272.27
emp_000187,2026-07-01,123759.86,0.1,23450.4
emp_000187,2025-07-01,116754.58,0.1,22123.02
emp_000187,2024-07-01,110145.83,0.1,20870.77
emp_000188,2026-07-01,92024.43,0.07,12145.78
emp_000188,2025-07-01,86815.5,0.07,11458.28
emp_000188,2024-07-01,81901.42,0.07,10809.7
emp_000189,2026-07-01,113701.85,0.07,12142.28
emp_000189,2025-07-01,107265.9,0.07,11454.98
emp_000189,2024-07-01,101194.24,0.07,10806.59
emp_000190,2026-07-01,128170.44,0.1,22912.27
emp_000190,2025-07-01,120915.51,0.1,21615.35
emp_000191,2026-07-01,622789.26,0.55,1133011.01
emp_000191,2025-07-01,587537.04,0.55,1068878.31
emp_000191,2024-07-01,554280.22,0.55,1008375.77
emp_000192,2026-07-01,271990.95,0.15,102054.39
emp_000193,2026-07-01,191282.05,0.15,52521.12
emp_000193,2025-07-01,180454.76,0.15,49548.23
emp_000193,2024-07-01,170240.34,0.15,46743.61
emp_000194,2026-07-01,67394.75,0.05,4894.54
emp_000195,2026-07-01,280804.13,0.25,218505.61
emp_000195,2025-07-01,264909.56,0.25,206137.37
emp_000195,2024-07-01,249914.68,0.25,194469.22
emp_000196,2026-07-01,90642.08,0.05,6206.11
emp_000197,2026-07-01,66318.08,0.05,6364.2
emp_000198,2026-07-01,133346.09,0.1,22430.36
emp_000198,2025-07-01,125798.2,0.1,21160.72
emp_000198,2024-07-01,118677.55,0.1,19962.94
emp_000199,2026-07-01,161854.14,0.1,29458.75
emp_000200,2026-07-01,72086.59,0.05,4825.86
emp_000200,2025-07-01,68006.22,0.05,4552.7
emp_000200,2024-07-01,64156.81,0.05,4295.0
emp_000201,2026-07-01,273197.75,0.15,110661.66
emp_000202,2026-07-01,122676.42,0.1,27559.91
emp_000202,2025-07-01,115732.47,0.1,25999.92
emp_000203,2026-07-01,102773.44,0.07,15474.17
emp_000204,2026-07-01,192327.21,0.2,66730.95
emp_000204,2025-07-01,181440.76,0.2,62953.73
emp_000205,2026-07-01,149244.42,0.15,54934.86
emp_000205,2025-07-01,140796.62,0.15,51825.34
emp_000206,2026-07-01,252816.29,0.2,76105.33
emp_000206,2025-07-01,238505.93,0.2,71797.48
emp_000206,2024-07-01,225005.6,0.2,67733.47
emp_000207,2026-07-01,103955.12,0.07,10748.86
emp_000208,2026-07-01,67704.71,0.2,87559.47
emp_000208,2025-07-01,63872.37,0.2,82603.27
emp_000208,2024-07-01,60256.95,0.2,77927.62
emp_000209,2026-07-01,145466.49,0.1,19256.21
emp_000210,2026-07-01,107114.39,0.07,10636.32
emp_000210,2025-07-01,101051.31,0.07,10034.26
emp_000211,2026-07-01,107644.74,0.07,10905.46
emp_000212,2026-07-01,76058.86,0.05,4831.82
emp_000213,2026-07-01,203966.18,0.15,60358.92
emp_000213,2025-07-01,192420.92,0.15,56942.38
emp_000213,2024-07-01,181529.17,0.15,53719.22
emp_000214,2026-07-01,258150.11,0.2,49381.12
emp_000214,2025-07-01,243537.84,0.2,46585.96
emp_000215,2026-07-01,170411.08,0.1,23915.75
emp_000215,2025-07-01,160765.17,0.1,22562.03
emp_000215,2024-07-01,151665.25,0.1,21284.93
emp_000216,2026-07-01,268637.08,0.2,81483.84
emp_000217,2026-07-01,198707.94,0.12,52736.89
emp_000217,2025-07-01,187460.32,0.12,49751.78
emp_000217,2024-07-01,176849.36,0.12,46935.64
emp_000218,2026-07-01,168593.38,0.12,65180.65
emp_000218,2025-07-01,159050.36,0.12,61491.18
emp_000218,2024-07-01,150047.51,0.12,58010.55
emp_000219,2026-07-01,171401.67,0.1,22308.92
emp_000220,2026-07-01,158582.58,0.15,55138.14
emp_000220,2025-07-01,149606.21,0.15,52017.11
emp_000221,2026-07-01,85603.88,0.07,9999.15
emp_000221,2025-07-01,80758.38,0.07,9433.16
emp_000221,2024-07-01,76187.15,0.07,8899.21
emp_000222,2026-07-01,168463.93,0.12,77659.5
emp_000222,2025-07-01,158928.24,0.12,73263.68
emp_000222,2024-07-01,149932.3,0.12,69116.68
emp_000223,2026-07-01,75527.05,0.05,3253.27
emp_000224,2026-07-01,141375.71,0.1,24692.46
emp_000224,2025-07-01,133373.31,0.1,23294.77
emp_000224,2024-07-01,125823.88,0.1,21976.2
emp_000225,2026-07-01,118072.16,0.07,8721.36
emp_000226,2026-07-01,194434.34,0.2,110781.97
emp_000226,2025-07-01,183428.62,0.2,104511.29
emp_000226,2024-07-01,173045.87,0.2,98595.56
emp_000227,2026-07-01,213116.3,0.2,87988.83
emp_000228,2026-07-01,163322.29,0.1,28465.36
emp_000228,2025-07-01,154077.63,0.1,26854.11
emp_000228,2024-07-01,145356.26,0.1,25334.07
emp_000229,2026-07-01,145545.75,0.1,26683.31
emp_000230,2026-07-01,559593.63,0.55,1204376.58
emp_000230,2025-07-01,527918.52,0.55,1136204.32
emp_000231,2026-07-01,70272.49,0.05,5176.32
emp_000232,2026-07-01,120132.68,0.1,20940.34
emp_000233,2026-07-01,212080.59,0.2,53619.36
emp_000233,2025-07-01,200076.03,0.2,50584.3
emp_000233,2024-07-01,188750.97,0.2,47721.04
emp_000234,2026-07-01,201892.14,0.2,72783.52
emp_000234,2025-07-01,190464.28,0.2,68663.7
emp_000235,2026-07-01,114690.06,0.07,8985.88
emp_000236,2026-07-01,210644.9,0.15,97315.84
emp_000236,2025-07-01,198721.6,0.15,91807.4
emp_000237,2026-07-01,169499.68,0.12,42393.41
emp_000237,2025-07-01,159905.36,0.12,39993.78
emp_000237,2024-07-01,150854.11,0.12,37729.98
emp_000238,2026-07-01,158423.84,0.12,42424.73
emp_000238,2025-07-01,149456.45,0.12,40023.33
emp_000239,2026-07-01,143186.1,0.1,27305.8
emp_000240,2026-07-01,142823.04,0.07,11372.87
emp_000241,2026-07-01,183135.54,0.15,100130.71
emp_000242,2026-07-01,167176.66,0.1,31009.34
emp_000243,2026-07-01,74310.88,0.05,6428.06
emp_000244,2026-07-01,165764.95,0.12,68800.22
emp_000245,2026-07-01,118978.33,0.07,8845.19
emp_000245,2025-07-01,112243.71,0.07,8344.52
emp_000246,2026-07-01,122872.36,0.1,25110.97
emp_000246,2025-07-01,115917.32,0.1,23689.59
emp_000247,2026-07-01,115396.83,0.07,11987.0
emp_000248,2026-07-01,140678.34,0.15,33491.11
emp_000249,2026-07-01,102399.55,0.07,8370.24
emp_000249,2025-07-01,96603.35,0.07,7896.45
emp_000250,2026-07-01,113729.55,0.07,8308.0
emp_000250,2025-07-01,107292.03,0.07,7837.74
emp_000250,2024-07-01,101218.89,0.07,7394.09
emp_000251,2026-07-01,103834.44,0.07,10354.73
emp_000252,2026-07-01,150243.86,0.1,32395.31
emp_000252,2025-07-01,141739.49,0.1,30561.61
emp_000252,2024-07-01,133716.5,0.1,28831.71
emp_000253,2026-07-01,103868.81,0.07,15605.72
emp_000254,2026-07-01,190590.08,0.12,57182.08
emp_000254,2025-07-01,179801.96,0.12,53945.36
emp_000255,2026-07-01,170126.31,0.1,34156.85
emp_000255,2025-07-01,160496.52,0.1,32223.44
emp_000255,2024-07-01,151411.81,0.1,30399.47
emp_000256,2026-07-01,176401.06,0.12,67603.61
emp_000257,2026-07-01,215750.71,0.25,167110.06
emp_000257,2025-07-01,203538.41,0.25,157651.0
emp_000258,2026-07-01,254426.39,0.15,87924.04
emp_000258,2025-07-01,240024.9,0.15,82947.21
emp_000259,2026-07-01,126770.14,0.1,26291.32
emp_000259,2025-07-01,119594.47,0.1,24803.13
emp_000260,2026-07-01,139012.93,0.15,52183.1
emp_000260,2025-07-01,131144.27,0.15,49229.34
emp_000261,2026-07-01,90820.85,0.05,5532.5
emp_000261,2025-07-01,85680.05,0.05,5219.34
emp_000261,2024-07-01,80830.23,0.05,4923.91
emp_000262,2026-07-01,125117.39,0.07,14556.58
emp_000263,2026-07-01,331649.96,0.25,164757.98
emp_000264,2026-07-01,79532.81,0.07,11162.55
emp_000264,2025-07-01,75030.95,0.07,10530.71
emp_000265,2026-07-01,84411.54,0.07,13775.78
emp_000266,2026-07-01,69402.0,0.07,14506.29
emp_000266,2025-07-01,65473.58,0.07,13685.18
emp_000267,2026-07-01,86759.79,0.07,13289.15
emp_000268,2026-07-01,69152.32,0.05,5316.75
emp_000268,2025-07-01,65238.04,0.05,5015.8
emp_000269,2026-07-01,206600.66,0.2,89357.65
emp_000269,2025-07-01,194906.28,0.2,84299.67
emp_000269,2024-07-01,183873.85,0.2,79527.99
emp_000270,2026-07-01,181722.02,0.12,45134.18
emp_000270,2025-07-01,171435.87,0.12,42579.42
emp_000271,2026-07-01,242179.14,0.25,155314.81
