team_id,name,department_id,planned_size,manager_employee_id,actual_size
team_0068,Engineering Team 69,dept_00,6,emp_000432,6
team_0069,Engineering Team 70,dept_00,6,emp_000437,6
team_0070,Engineering Team 71,dept_00,10,emp_000450,10
team_0071,Engineering Team 72,dept_00,4,emp_000453,4
team_0072,Engineering Team 73,dept_00,2,emp_000458,2
team_0073,Engineering Team 74,dept_00,7,emp_000460,7
team_0074,Engineering Team 75,dept_00,10,emp_000472,10
team_0075,Engineering Team 76,dept_00,5,emp_000480,5
team_0076,Engineering Team 77,dept_00,3,emp_000481,3
team_0077,Engineering Team 78,dept_00,4,emp_000484,4
team_0078,Engineering Team 79,dept_00,7,emp_000490,7
team_0079,Engineering Team 80,dept_00,5,emp_000495,5
team_0080,Engineering Team 81,dept_00,7,emp_000506,7
team_0081,Engineering Team 82,dept_00,2,emp_000508,2
team_0082,Engineering Team 83,dept_00,5,emp_000509,5
team_0083,Engineering Team 84,dept_00,8,emp_000517,8
team_0084,Engineering Team 85,dept_00,6,emp_000522,6
team_0085,Engineering Team 86,dept_00,4,emp_000528,4
team_0086,Engineering Team 87,dept_00,9,emp_000532,9
team_0087,Engineering Team 88,dept_00,8,emp_000545,8
team_0088,Engineering Team 89,dept_00,6,emp_000554,6
team_0089,Engineering Team 90,dept_00,5,emp_000555,5
team_0090,Engineering Team 91,dept_00,9,emp_000565,9
team_0091,Engineering Team 92,dept_00,5,emp_000570,5
team_0092,Engineering Team 93,dept_00,6,emp_000574,6
team_0093,Engineering Team 94,dept_00,10,emp_000580,10
team_0094,Engineering Team 95,dept_00,7,emp_000592,7
team_0095,Engineering Team 96,dept_00,6,emp_000602,6
team_0096,Engineering Team 97,dept_00,3,emp_000604,3
team_0097,Engineering Team 98,dept_00,7,emp_000606,7
team_0098,Engineering Team 99,dept_00,6,emp_000616,6
team_0099,Engineering Team 100,dept_00,5,emp_000621,5
team_0100,Engineering Team 101,dept_00,8,emp_000627,8
team_0101,Engineering Team 102,dept_00,4,emp_000635,4
team_0102,Engineering Team 103,dept_00,3,emp_000636,3
team_0103,Engineering Team 104,dept_00,5,emp_000639,5
team_0104,Engineering Team 105,dept_00,6,emp_000646,6
team_0105,Engineering Team 106,dept_00,3,emp_000652,3
team_0106,Engineering Team 107,dept_00,4,emp_000656,4
team_0107,Engineering Team 108,dept_00,5,emp_000658,5
team_0108,Engineering Team 109,dept_00,6,emp_000666,6
team_0109,Engineering Team 110,dept_00,5,emp_000668,5
team_0110,Engineering Team 111,dept_00,8,emp_000673,8
team_0111,Engineering Team 112,dept_00,2,emp_000681,2
team_0112,Engineering Team 113,dept_00,7,emp_000686,7
team_0113,Engineering Team 114,dept_00,5,emp_000691,5
team_0114,Engineering Team 115,dept_00,7,emp_000701,7
team_0115,Engineering Team 116,dept_00,10,emp_000702,10
team_0116,Engineering Team 117,dept_00,6,emp_000712,6
team_0117,Engineering Team 118,dept_00,7,emp_000721,7
team_0118,Engineering Team 119,dept_00,8,emp_000730,8
team_0119,Engineering Team 120,dept_00,4,emp_000734,4
team_0120,Engineering Team 121,dept_00,8,emp_000742,8
team_0121,Engineering Team 122,dept_00,8,emp_000749,8
team_0122,Engineering Team 123,dept_00,6,emp_000754,6
team_0123,Engineering Team 124,dept_00,8,emp_000764,8
team_0124,Engineering Team 125,dept_00,7,emp_000773,7
team_0125,Engineering Team 126,dept_00,5,emp_000778,5
team_0126,Engineering Team 127,dept_00,4,emp_000780,4
team_0127,Engineering Team 128,dept_00,8,emp_000790,8
team_0128,Engineering Team 129,dept_00,10,emp_000791,10
team_0129,Engineering Team 130,dept_00,5,emp_000803,5
team_0130,Engineering Team 131,dept_00,7,emp_000811,7
team_0131,Engineering Team 132,dept_00,4,emp_000813,4
team_0132,Engineering Team 133,dept_00,5,emp_000819,5
team_0133,Engineering Team 134,dept_00,5,emp_000822,5
team_0134,Engineering Team 135,dept_00,4,emp_000829,4
team_0135,Engineering Team 136,dept_00,6,emp_000832,6
team_0136,Engineering Team 137,dept_00,8,emp_000843,8
team_0137,Engineering Team 138,dept_00,7,emp_000848,7
team_0138,Engineering Team 139,dept_00,5,emp_000854,5
team_0139,Engineering Team 140,dept_00,9,emp_000864,9
team_0140,Engineering Team 141,dept_00,7,emp_000868,7
team_0141,Engineering Team 142,dept_00,10,emp_000873,10
team_0142,Engineering Team 143,dept_00,4,emp_000885,4
team_0143,Engineering Team 144,dept_00,12,emp_000894,12
team_0144,Engineering Team 145,dept_00,6,emp_000900,6
team_0145,Engineering Team 146,dept_00,4,emp_000908,4
team_0146,Engineering Team 147,dept_00,4,emp_000912,4
team_0147,Engineering Team 148,dept_00,8,emp_000918,8
team_0148,Engineering Team 149,dept_00,8,emp_000922,8
team_0149,Engineering Team 150,dept_00,8,emp_000934,8
team_0150,Engineering Team 151,dept_00,8,emp_000939,8
team_0151,Engineering Team 152,dept_00,4,emp_000945,4
team_0152,Engineering Team 153,dept_00,6,emp_000954,6
team_0153,Engineering Team 154,dept_00,2,emp_000955,2
team_0154,Engineering Team 155,dept_00,5,emp_000961,5
team_0155,Engineering Team 156,dept_00,8,emp_000966,8
team_0156,Engineering Team 157,dept_00,3,emp_000971,3
team_0157,Engineering Team 158,dept_00,11,emp_000980,11
team_0158,Engineering Team 159,dept_00,9,emp_000987,9
team_0159,Engineering Team 160,dept_00,4,emp_000993,4
team_0160,Engineering Team 161,dept_00,8,emp_000997,8
team_0161,Engineering Team 162,dept_00,7,emp_001010,7
team_0162,Engineering Team 163,dept_00,6,emp_001013,6
team_0163,Engineering Team 164,dept_00,8,emp_001021,8
team_0164,Engineering Team 165,dept_00,6,emp_001029,6
team_0165,Engineering Team 166,dept_00,6,emp_001034,6
team_0166,Engineering Team 167,dept_00,7,emp_001040,7
team_0167,Engineering Team 168,dept_00,7,emp_001051,7
team_0168,Engineering Team 169,dept_00,7,emp_001053,7
team_0169,Engineering Team 170,dept_00,7,emp_001059,7
team_0170,Engineering Team 171,dept_00,8,emp_001069,8
team_0171,Engineering Team 172,dept_00,8,emp_001074,8
team_0172,Engineering Team 173,dept_00,4,emp_001082,4
team_0173,Engineering Team 174,dept_00,5,emp_001086,5
team_0174,Engineering Team 175,dept_00,9,emp_001092,9
team_0175,Engineering Team 176,dept_00,10,emp_001107,10
team_0176,Engineering Team 177,dept_00,8,emp_001115,8
team_0177,Engineering Team 178,dept_00,6,emp_001118,6
team_0178,Engineering Team 179,dept_00,8,emp_001129,8
team_0179,Engineering Team 180,dept_00,8,emp_001132,8
team_0180,Engineering Team 181,dept_00,3,emp_001141,3
team_0181,Engineering Team 182,dept_00,7,emp_001147,7
team_0182,Engineering Team 183,dept_00,4,emp_001151,4
team_0183,Engineering Team 184,dept_00,6,emp_001155,6
team_0184,Engineering Team 185,dept_00,7,emp_001165,7
team_0185,Engineering Team 186,dept_00,10,emp_001171,10
team_0186,Engineering Team 187,dept_00,2,emp_001177,2
team_0187,Engineering Team 188,dept_00,6,emp_001183,6
team_0188,Engineering Team 189,dept_00,8,emp_001190,8
team_0189,Engineering Team 190,dept_00,8,emp_001195,8
team_0190,Engineering Team 191,dept_00,8,emp_001201,8
team_0191,Engineering Team 192,dept_00,5,emp_001210,5
team_0192,Engineering Team 193,dept_00,6,emp_001214,6
team_0193,Engineering Team 194,dept_00,6,emp_001222,6
team_0194,Engineering Team 195,dept_00,9,emp_001229,9
team_0195,Engineering Team 196,dept_00,6,emp_001236,6
team_0196,Engineering Team 197,dept_00,7,emp_001244,7
team_0197,Engineering Team 198,dept_00,7,emp_001248,7
team_0198,Engineering Team 199,dept_00,4,emp_001255,4
team_0199,Engineering Team 200,dept_00,8,emp_001259,8
team_0200,Engineering Team 201,dept_00,4,emp_001267,4
team_0201,Engineering Team 202,dept_00,7,emp_001273,7
team_0202,Engineering Team 203,dept_00,5,emp_001279,5
team_0203,Engineering Team 204,dept_00,9,emp_001284,9
team_0204,Engineering Team 205,dept_00,7,emp_001295,7
team_0205,Engineering Team 206,dept_00,10,emp_001308,10
team_0206,Engineering Team 207,dept_00,2,emp_001309,2
team_0207,Engineering Team 208,dept_00,9,emp_001311,9
team_0208,Engineering Team 209,dept_00,8,emp_001321,8
team_0209,Engineering Team 210,dept_00,7,emp_001328,7
team_0210,Engineering Team 211,dept_00,11,emp_001338,11
team_0211,Engineering Team 212,dept_00,4,emp_001349,4
team_0212,Engineering Team 213,dept_00,7,emp_001354,7
team_0213,Engineering Team 214,dept_00,9,emp_001363,9
team_0214,Engineering Team 215,dept_00,8,emp_001372,8
team_0215,Engineering Team 216,dept_00,6,emp_001378,6
team_0216,Engineering Team 217,dept_00,8,emp_001382,8
team_0217,Engineering Team 218,dept_00,6,emp_001390,6
team_0218,Engineering Team 219,dept_00,6,emp_001397,6
team_0219,Engineering Team 220,dept_00,5,emp_001401,5
team_0220,Engineering Team 221,dept_00,9,emp_001406,9
team_0221,Engineering Team 222,dept_00,7,emp_001415,7
team_0222,Engineering Team 223,dept_00,12,emp_001421,12
team_0223,Engineering Team 224,dept_00,8,emp_001434,8
team_0224,Engineering Team 225,dept_00,4,emp_001444,4
team_0225,Engineering Team 226,dept_00,8,emp_001448,8
team_0226,Engineering Team 227,dept_00,4,emp_001456,4
team_0227,Engineering Team 228,dept_00,6,emp_001458,6
team_0228,Engineering Team 229,dept_00,7,emp_001466,7
team_0229,Engineering Team 230,dept_00,4,emp_001470,4
team_0230,Engineering Team 231,dept_00,5,emp_001478,5
team_0231,Engineering Team 232,dept_00,5,emp_001480,5
team_0232,Engineering Team 233,dept_00,7,emp_001488,7
team_0233,Engineering Team 234,dept_00,6,emp_001492,6
team_0234,Engineering Team 235,dept_00,6,emp_001498,6
team_0235,Engineering Team 236,dept_00,10,emp_001507,10
team_0236,Engineering Team 237,dept_00,2,emp_001513,2
team_0237,Product Team 238,dept_01,7,emp_001517,7
team_0238,Product Team 239,dept_01,9,emp_001528,9
team_0239,Product Team 240,dept_01,10,emp_001531,10
team_0240,Product Team 241,dept_01,9,emp_001542,9
team_0241,Product Team 242,dept_01,4,emp_001551,4
team_0242,Product Team 243,dept_01,8,emp_001554,8
team_0243,Product Team 244,dept_01,8,emp_001568,8
team_0244,Product Team 245,dept_01,8,emp_001570,8
team_0245,Product Team 246,dept_01,6,emp_001579,6
team_0246,Product Team 247,dept_01,7,emp_001584,7
team_0247,Product Team 248,dept_01,5,emp_001593,5
team_0248,Product Team 249,dept_01,6,emp_001601,6
team_0249,Product Team 250,dept_01,4,emp_001602,4
team_0250,Product Team 251,dept_01,9,emp_001606,9
team_0251,Product Team 252,dept_01,5,emp_001619,5
team_0252,Product Team 253,dept_01,5,emp_001620,5
team_0253,Product Team 254,dept_01,7,emp_001628,7
team_0254,Product Team 255,dept_01,7,emp_001635,7
team_0255,Product Team 256,dept_01,5,emp_001640,5
team_0256,Product Team 257,dept_01,7,emp_001645,7
team_0257,Product Team 258,dept_01,5,emp_001655,5
team_0258,Product Team 259,dept_01,8,emp_001659,8
team_0259,Product Team 260,dept_01,6,emp_001667,6
team_0260,Product Team 261,dept_01,7,emp_001670,7
team_0261,Product Team 262,dept_01,6,emp_001677,6
team_0262,Product Team 263,dept_01,5,emp_001687,5
team_0263,Product Team 264,dept_01,7,emp_001692,7
team_0264,Product Team 265,dept_01,3,emp_001697,3
team_0265,Product Team 266,dept_01,9,emp_001704,9
team_0266,Product Team 267,dept_01,6,emp_001707,6
team_0267,Product Team 268,dept_01,11,emp_001717,11
team_0268,Product Team 269,dept_01,8,emp_001724,8
team_0269,Product Team 270,dept_01,6,emp_001732,6
team_0270,Product Team 271,dept_01,5,emp_001741,5
team_0271,Product Team 272,dept_01,8,emp_001748,8
team_0272,Product Team 273,dept_01,7,emp_001753,7
team_0273,Product Team 274,dept_01,7,emp_001763,7
team_0274,Product Team 275,dept_01,8,emp_001765,8
team_0275,Product Team 276,dept_01,7,emp_001775,7
team_0276,Product Team 277,dept_01,9,emp_001783,9
team_0277,Product Team 278,dept_01,5,emp_001790,5
team_0278,Product Team 279,dept_01,6,emp_001796,6
team_0279,Product Team 280,dept_01,8,emp_001803,8
team_0280,Product Team 281,dept_01,5,emp_001809,5
team_0281,Product Team 282,dept_01,7,emp_001817,7
team_0282,Product Team 283,dept_01,10,emp_001824,10
team_0283,Product Team 284,dept_01,7,emp_001830,7
team_0284,Product Team 285,dept_01,6,emp_001839,6
team_0285,Product Team 286,dept_01,9,emp_001847,9
team_0286,Product Team 287,dept_01,4,emp_001855,4
team_0287,Product Team 288,dept_01,6,emp_001861,6
team_0288,Product Team 289,dept_01,9,emp_001864,9
team_0289,Product Team 290,dept_01,5,emp_001873,5
team_0290,Product Team 291,dept_01,7,emp_001881,7
team_0291,Product Team 292,dept_01,6,emp_001883,6
team_0292,Product Team 293,dept_01,10,emp_001890,10
team_0293,Product Team 294,dept_01,4,emp_001902,4
team_0294,Product Team 295,dept_01,5,emp_001905,5
team_0295,Product Team 296,dept_01,6,emp_001912,6
team_0296,Product Team 297,dept_01,7,emp_001918,7
team_0297,Product Team 298,dept_01,8,emp_001928,8
team_0298,Product Team 299,dept_01,7,emp_001934,7
team_0299,Product Team 300,dept_01,9,emp_001944,9
team_0300,Product Team 301,dept_01,8,emp_001951,8
team_0301,Product Team 302,dept_01,4,emp_001953,4
team_0302,Product Team 303,dept_01,4,emp_001960,4
team_0303,Product Team 304,dept_01,5,emp_001961,5
team_0304,Product Team 305,dept_01,5,emp_001966,5
team_0305,Product Team 306,dept_01,2,emp_001972,2
team_0306,Design Team 307,dept_02,9,emp_001976,9
team_0307,Design Team 308,dept_02,5,emp_001982,5
team_0308,Design Team 309,dept_02,9,emp_001987,9
team_0309,Design Team 310,dept_02,9,emp_001996,9
team_0310,Design Team 311,dept_02,7,emp_002007,7
team_0311,Design Team 312,dept_02,5,emp_002013,5
team_0312,Design Team 313,dept_02,9,emp_002023,9
team_0313,Design Team 314,dept_02,5,emp_002027,5
team_0314,Design Team 315,dept_02,7,emp_002034,7
team_0315,Design Team 316,dept_02,7,emp_002044,7
team_0316,Design Team 317,dept_02,9,emp_002047,9
team_0317,Design Team 318,dept_02,7,emp_002056,7
team_0318,Design Team 319,dept_02,7,emp_002061,7
team_0319,Design Team 320,dept_02,9,emp_002068,9
team_0320,Design Team 321,dept_02,6,emp_002080,6
team_0321,Design Team 322,dept_02,8,emp_002086,8
team_0322,Design Team 323,dept_02,7,emp_002096,7
team_0323,Design Team 324,dept_02,7,emp_002098,7
team_0324,Design Team 325,dept_02,4,emp_002106,4
team_0325,Design Team 326,dept_02,6,emp_002110,6
team_0326,Design Team 327,dept_02,4,emp_002115,4
team_0327,Design Team 328,dept_02,8,emp_002122,8
team_0328,Design Team 329,dept_02,11,emp_002136,11
team_0329,Design Team 330,dept_02,6,emp_002138,6
team_0330,Design Team 331,dept_02,8,emp_002145,8
team_0331,Design Team 332,dept_02,9,emp_002156,9
team_0332,Design Team 333,dept_02,4,emp_002164,4
team_0333,Design Team 334,dept_02,8,emp_002171,8
team_0334,Design Team 335,dept_02,6,emp_002174,6
team_0335,Design Team 336,dept_02,6,emp_002180,6
team_0336,Design Team 337,dept_02,8,emp_002188,8
team_0337,Design Team 338,dept_02,5,emp_002195,5
team_0338,Design Team 339,dept_02,5,emp_002198,5
team_0339,Design Team 340,dept_02,8,emp_002206,8
team_0340,Design Team 341,dept_02,9,emp_002213,9
team_0341,Design Team 342,dept_02,7,emp_002222,7
team_0342,Design Team 343,dept_02,8,emp_002232,8
team_0343,Design Team 344,dept_02,4,emp_002235,4
team_0344,Design Team 345,dept_02,6,emp_002239,6
team_0345,Design Team 346,dept_02,7,emp_002246,7
team_0346,Design Team 347,dept_02,5,emp_002255,5
team_0347,Design Team 348,dept_02,8,emp_002259,8
team_0348,Design Team 349,dept_02,7,emp_002267,7
team_0349,Design Team 350,dept_02,7,emp_002273,7
team_0350,Design Team 351,dept_02,5,emp_002279,5
team_0351,Sales Team 352,dept_03,9,emp_002291,9
team_0352,Sales Team 353,dept_03,4,emp_002294,4
team_0353,Sales Team 354,dept_03,5,emp_002299,5
team_0354,Sales Team 355,dept_03,8,emp_002303,8
team_0355,Sales Team 356,dept_03,6,emp_002315,6
team_0356,Sales Team 357,dept_03,10,emp_002321,10
team_0357,Sales Team 358,dept_03,9,emp_002327,9
team_0358,Sales Team 359,dept_03,5,emp_002335,5
team_0359,Sales Team 360,dept_03,5,emp_002340,5
team_0360,Sales Team 361,dept_03,4,emp_002345,4
team_0361,Sales Team 362,dept_03,7,emp_002355,7
team_0362,Sales Team 363,dept_03,5,emp_002356,5
team_0363,Sales Team 364,dept_03,5,emp_002364,5
team_0364,Sales Team 365,dept_03,4,emp_002367,4
team_0365,Sales Team 366,dept_03,8,emp_002375,8
team_0366,Sales Team 367,dept_03,5,emp_002382,5
team_0367,Sales Team 368,dept_03,5,emp_002386,5
team_0368,Sales Team 369,dept_03,3,emp_002390,3
team_0369,Sales Team 370,dept_03,7,emp_002392,7
team_0370,Sales Team 371,dept_03,7,emp_002398,7
team_0371,Sales Team 372,dept_03,8,emp_002407,8
team_0372,Sales Team 373,dept_03,9,emp_002416,9
team_0373,Sales Team 374,dept_03,7,emp_002423,7
team_0374,Sales Team 375,dept_03,6,emp_002429,6
team_0375,Sales Team 376,dept_03,3,emp_002436,3
team_0376,Sales Team 377,dept_03,7,emp_002439,7
team_0377,Sales Team 378,dept_03,7,emp_002450,7
team_0378,Sales Team 379,dept_03,7,emp_002458,7
team_0379,Sales Team 380,dept_03,3,emp_002460,3
team_0380,Sales Team 381,dept_03,9,emp_002463,9
team_0381,Sales Team 382,dept_03,8,emp_002478,8
team_0382,Sales Team 383,dept_03,6,emp_002483,6
team_0383,Sales Team 384,dept_03,6,emp_002490,6
team_0384,Sales Team 385,dept_03,3,emp_002491,3
team_0385,Sales Team 386,dept_03,7,emp_002500,7
team_0386,Sales Team 387,dept_03,6,emp_002504,6
team_0387,Sales Team 388,dept_03,4,emp_002510,4
team_0388,Sales Team 389,dept_03,10,emp_002513,10
team_0389,Sales Team 390,dept_03,10,emp_002527,10
team_0390,Sales Team 391,dept_03,8,emp_002535,8
team_0391,Sales Team 392,dept_03,6,emp_002540,6
team_0392,Sales Team 393,dept_03,4,emp_002546,4
team_0393,Sales Team 394,dept_03,6,emp_002553,6
team_0394,Sales Team 395,dept_03,7,emp_002555,7
team_0395,Sales Team 396,dept_03,6,emp_002565,6
team_0396,Sales Team 397,dept_03,6,emp_002570,6
team_0397,Sales Team 398,dept_03,7,emp_002580,7
team_0398,Sales Team 399,dept_03,4,emp_002581,4
team_0399,Sales Team 400,dept_03,8,emp_002587,8
team_0400,Sales Team 401,dept_03,9,emp_002593,9
team_0401,Sales Team 402,dept_03,6,emp_002603,6
team_0402,Sales Team 403,dept_03,5,emp_002609,5
team_0403,Sales Team 404,dept_03,11,emp_002613,11
team_0404,Sales Team 405,dept_03,9,emp_002628,9
team_0405,Sales Team 406,dept_03,2,emp_002634,2
team_0406,Sales Team 407,dept_03,6,emp_002640,6
team_0407,Sales Team 408,dept_03,4,emp_002643,4
team_0408,Sales Team 409,dept_03,5,emp_002645,5
team_0409,Sales Team 410,dept_03,5,emp_002652,5
team_0410,Sales Team 411,dept_03,7,emp_002658,7
team_0411,Sales Team 412,dept_03,6,emp_002662,6
team_0412,Sales Team 413,dept_03,4,emp_002670,4
team_0413,Sales Team 414,dept_03,4,emp_002675,4
team_0414,Sales Team 415,dept_03,2,emp_002677,2
team_0415,Sales Team 416,dept_03,6,emp_002678,6
team_0416,Sales Team 417,dept_03,7,emp_002686,7
team_0417,Sales Team 418,dept_03,8,emp_002693,8
team_0418,Sales Team 419,dept_03,8,emp_002704,8
team_0419,Sales Team 420,dept_03,7,emp_002709,7
team_0420,Sales Team 421,dept_03,6,emp_002718,6
team_0421,Sales Team 422,dept_03,11,emp_002722,11
team_0422,Sales Team 423,dept_03,5,emp_002735,5
team_0423,Sales Team 424,dept_03,4,emp_002737,4
team_0424,Sales Team 425,dept_03,6,emp_002741,6
team_0425,Sales Team 426,dept_03,7,emp_002747,7
team_0426,Sales Team 427,dept_03,9,emp_002757,9
team_0427,Sales Team 428,dept_03,6,emp_002764,6
team_0428,Sales Team 429,dept_03,3,emp_002770,3
team_0429,Sales Team 430,dept_03,8,emp_002772,8
team_0430,Sales Team 431,dept_03,6,emp_002779,6
team_0431,Sales Team 432,dept_03,4,emp_002787,4
team_0432,Sales Team 433,dept_03,5,emp_002792,5
team_0433,Sales Team 434,dept_03,7,emp_002798,7
team_0434,Sales Team 435,dept_03,3,emp_002801,3
team_0435,Sales Team 436,dept_03,9,emp_002804,9
team_0436,Sales Team 437,dept_03,6,emp_002813,6
team_0437,Sales Team 438,dept_03,7,emp_002820,7
team_0438,Sales Team 439,dept_03,9,emp_002832,9
team_0439,Sales Team 440,dept_03,5,emp_002835,5
team_0440,Sales Team 441,dept_03,7,emp_002841,7
team_0441,Sales Team 442,dept_03,6,emp_002848,6
team_0442,Sales Team 443,dept_03,7,emp_002855,7
team_0443,Sales Team 444,dept_03,11,emp_002860,11
team_0444,Sales Team 445,dept_03,4,emp_002871,4
team_0445,Sales Team 446,dept_03,6,emp_002877,6
team_0446,Sales Team 447,dept_03,11,emp_002882,11
team_0447,Sales Team 448,dept_03,5,emp_002895,5
team_0448,Sales Team 449,dept_03,10,emp_002901,10
team_0449,Sales Team 450,dept_03,7,emp_002910,7
team_0450,Sales Team 451,dept_03,9,emp_002915,9
team_0451,Sales Team 452,dept_03,8,emp_002925,8
team_0452,Sales Team 453,dept_03,7,emp_002934,7
team_0453,Sales Team 454,dept_03,5,emp_002938,5
team_0454,Sales Team 455,dept_03,6,emp_002947,6
team_0455,Sales Team 456,dept_03,8,emp_002953,8
team_0456,Sales Team 457,dept_03,6,emp_002958,6
team_0457,Sales Team 458,dept_03,4,emp_002965,4
team_0458,Sales Team 459,dept_03,5,emp_002971,5
team_0459,Sales Team 460,dept_03,9,emp_002979,9
team_0460,Sales Team 461,dept_03,10,emp_002982,10
team_0461,Sales Team 462,dept_03,5,emp_002993,5
team_0462,Sales Team 463,dept_03,6,emp_002996,6
team_0463,Sales Team 464,dept_03,9,emp_003008,9
team_0464,Sales Team 465,dept_03,7,emp_003012,7
team_0465,Sales Team 466,dept_03,7,emp_003018,7
team_0466,Sales Team 467,dept_03,8,emp_003030,8
team_0467,Sales Team 468,dept_03,4,emp_003036,4
team_0468,Sales Team 469,dept_03,5,emp_003037,5
team_0469,Sales Team 470,dept_03,8,emp_003042,8
team_0470,Sales Team 471,dept_03,7,emp_003050,7
team_0471,Sales Team 472,dept_03,7,emp_003062,7
team_0472,Sales Team 473,dept_03,7,emp_003065,7
team_0473,Sales Team 474,dept_03,1,emp_003071,1
team_0474,Marketing Team 475,dept_04,7,emp_003077,7
team_0475,Marketing Team 476,dept_04,9,emp_003082,9
team_0476,Marketing Team 477,dept_04,8,emp_003092,8
team_0477,Marketing Team 478,dept_04,8,emp_003103,8
team_0478,Marketing Team 479,dept_04,5,emp_003107,5
team_0479,Marketing Team 480,dept_04,6,emp_003111,6
team_0480,Marketing Team 481,dept_04,6,emp_003120,6
team_0481,Marketing Team 482,dept_04,5,emp_003124,5
team_0482,Marketing Team 483,dept_04,5,emp_003128,5
team_0483,Marketing Team 484,dept_04,8,emp_003136,8
team_0484,Marketing Team 485,dept_04,8,emp_003141,8
team_0485,Marketing Team 486,dept_04,8,emp_003149,8
team_0486,Marketing Team 487,dept_04,10,emp_003160,10
team_0487,Marketing Team 488,dept_04,7,emp_003169,7
team_0488,Marketing Team 489,dept_04,7,emp_003172,7
team_0489,Marketing Team 490,dept_04,7,emp_003181,7
team_0490,Marketing Team 491,dept_04,3,emp_003188,3
team_0491,Marketing Team 492,dept_04,4,emp_003191,4
