employee_id,snapshot_date,mood,stress_level,sleep_quality,energy_level,burnout_exhaustion
emp_000239,2026-07-01,0.5973,0.1158,0.3144,0.5351,0.2901
emp_000240,2026-07-01,0.7419,0.2528,0.5976,0.7636,0.5057
emp_000241,2026-07-01,0.6248,0.3401,0.3894,0.8098,0.4387
emp_000242,2026-07-01,0.3185,0.3501,0.2732,0.6281,0.506
emp_000243,2026-07-01,0.7267,0.2939,0.2588,0.6984,0.3397
emp_000245,2026-07-01,0.7103,0.6887,0.3319,0.4847,0.524
emp_000246,2026-07-01,0.7927,0.5578,0.4952,0.363,0.4792
emp_000247,2026-07-01,0.4373,0.3982,0.2247,0.5703,0.634
emp_000250,2026-07-01,0.4633,0.3475,0.4848,0.608,0.5862
emp_000251,2026-07-01,0.553,0.422,0.3044,0.4112,0.7457
emp_000253,2026-07-01,0.7319,0.4773,0.1722,0.4802,0.4965
emp_000254,2026-07-01,0.5619,0.3765,0.3611,0.4716,0.4702
emp_000255,2026-07-01,0.4743,0.2653,0.0834,0.4943,0.4521
emp_000256,2026-07-01,0.5934,0.2647,0.4236,0.6341,0.4893
emp_000257,2026-07-01,0.4088,0.302,0.3525,0.3431,0.4585
emp_000258,2026-07-01,0.7542,0.1276,0.1632,0.4446,0.611
emp_000259,2026-07-01,0.5638,0.3612,0.3933,0.7476,0.4596
emp_000260,2026-07-01,0.3917,0.4584,0.4694,0.5206,0.5337
emp_000261,2026-07-01,0.4697,0.5075,0.0,0.4386,0.5016
emp_000262,2026-07-01,0.4174,0.3451,0.3416,0.4324,0.5886
emp_000263,2026-07-01,0.6894,0.3482,0.1675,0.5504,0.5132
emp_000265,2026-07-01,0.6467,0.4596,0.4912,0.735,0.3704
emp_000267,2026-07-01,0.3796,0.4969,0.3941,0.4202,0.3115
emp_000268,2026-07-01,0.1753,0.3032,0.3045,0.6717,0.5109
emp_000270,2026-07-01,0.5311,0.4637,0.2456,0.4588,0.4018
emp_000271,2026-07-01,0.4319,0.5261,0.0763,0.4231,0.6343
emp_000275,2026-07-01,0.5346,0.2162,0.3367,0.5912,0.2166
emp_000276,2026-07-01,0.5575,0.1796,0.1899,0.4517,0.3809
emp_000277,2026-07-01,0.3554,0.5621,0.2244,0.4412,0.4338
emp_000278,2026-07-01,0.3171,0.2898,0.2088,0.7591,0.4571
emp_000279,2026-07-01,0.4164,0.5004,0.1605,0.4727,0.5999
emp_000280,2026-07-01,0.4871,0.292,0.1293,0.5811,0.5038
emp_000282,2026-07-01,0.5387,0.6423,0.09,0.3074,0.4464
emp_000283,2026-07-01,0.7843,0.317,0.4129,0.4351,0.5552
emp_000285,2026-07-01,0.4947,0.2743,0.2102,0.3638,0.3793
emp_000288,2026-07-01,0.4577,0.5201,0.5507,0.6797,0.4892
emp_000289,2026-07-01,0.7034,0.2599,0.2455,0.5486,0.3523
emp_000291,2026-07-01,0.3225,0.2751,0.4286,0.5947,0.3894
emp_000292,2026-07-01,0.4979,0.199,0.3909,0.4564,0.4165
emp_000293,2026-07-01,0.5679,0.3027,0.0508,0.5459,0.3669
emp_000294,2026-07-01,0.4539,0.3831,0.3489,0.4584,0.451
emp_000295,2026-07-01,0.8156,0.0952,0.374,0.5914,0.3136
emp_000296,2026-07-01,0.4493,0.4372,0.5454,0.3466,0.5135
emp_000298,2026-07-01,0.4773,0.1224,0.4863,0.6822,0.3798
emp_000299,2026-07-01,0.6896,0.2289,0.5799,0.6445,0.2789
emp_000300,2026-07-01,0.3382,0.6156,0.3162,0.7004,0.6021
emp_000301,2026-07-01,0.4597,0.6718,0.3811,0.3525,0.4348
emp_000302,2026-07-01,0.3978,0.473,0.4616,0.5755,0.457
emp_000303,2026-07-01,0.5177,0.2728,0.4167,0.5588,0.2831
emp_000304,2026-07-01,0.4058,0.4918,0.3153,0.5261,0.4703
emp_000305,2026-07-01,0.6394,0.4334,0.0,0.3382,0.4543
emp_000306,2026-07-01,0.6785,0.1615,0.1812,0.6136,0.3706
emp_000309,2026-07-01,0.6215,0.4359,0.3665,0.5248,0.6249
emp_000314,2026-07-01,0.4582,0.2696,0.4968,0.6247,0.4993
emp_000316,2026-07-01,0.3709,0.1699,0.4004,0.2519,0.2605
emp_000317,2026-07-01,0.6141,0.0064,0.068,0.3027,0.4214
emp_000318,2026-07-01,0.3647,0.3582,0.1177,0.4059,0.4515
emp_000320,2026-07-01,0.5329,0.1104,0.1851,0.6172,0.3481
emp_000321,2026-07-01,0.6354,0.4211,0.3399,0.4986,0.5506
emp_000322,2026-07-01,0.5235,0.5628,0.399,0.3508,0.5471
emp_000323,2026-07-01,0.5972,0.4732,0.6548,0.7438,0.1999
emp_000324,2026-07-01,0.7889,0.1192,0.5035,0.5052,0.3594
emp_000326,2026-07-01,0.4679,0.0294,0.302,0.5334,0.4782
emp_000327,2026-07-01,0.5815,0.1302,0.4906,0.5835,0.4368
emp_000328,2026-07-01,0.4304,0.226,0.3905,0.5882,0.4092
emp_000329,2026-07-01,0.429,0.3945,0.1833,0.4141,0.4147
emp_000330,2026-07-01,0.407,0.5095,0.5314,0.5027,0.6326
emp_000331,2026-07-01,0.5949,0.3035,0.246,0.5109,0.417
emp_000332,2026-07-01,0.5769,0.4978,0.3416,0.4493,0.4958
emp_000333,2026-07-01,0.6506,0.1877,0.5966,0.6346,0.5492
emp_000334,2026-07-01,0.5671,0.3786,0.5086,0.4629,0.5329
emp_000335,2026-07-01,0.5574,0.4236,0.3712,0.5058,0.5219
emp_000340,2026-07-01,0.1846,0.8019,0.3525,0.4593,0.4744
emp_000342,2026-07-01,0.3215,0.1856,0.3201,0.5509,0.5415
emp_000343,2026-07-01,0.7639,0.2936,0.2275,0.394,0.393
emp_000344,2026-07-01,0.4132,0.3858,0.2972,0.5818,0.7149
emp_000345,2026-07-01,0.4869,0.3731,0.2597,0.3912,0.6901
emp_000346,2026-07-01,0.2762,0.4992,0.2161,0.5187,0.4986
emp_000347,2026-07-01,0.2793,0.4884,0.3523,0.5599,0.3765
emp_000348,2026-07-01,0.6816,0.3549,0.4614,0.6351,0.2528
emp_000350,2026-07-01,0.2948,0.2978,0.227,0.474,0.4095
emp_000351,2026-07-01,0.5876,0.3359,0.28,0.5224,0.2437
emp_000352,2026-07-01,0.4526,0.4625,0.23,0.2669,0.7759
emp_000355,2026-07-01,0.8274,0.4429,0.228,0.4724,0.6181
emp_000356,2026-07-01,0.3766,0.5077,0.4287,0.769,0.5455
emp_000357,2026-07-01,0.3012,0.5181,0.0921,0.5227,0.5002
emp_000360,2026-07-01,0.5194,0.4263,0.442,0.4626,0.4243
emp_000361,2026-07-01,0.593,0.5315,0.423,0.5069,0.4824
emp_000362,2026-07-01,0.5067,0.5732,0.2013,0.4721,0.5389
emp_000363,2026-07-01,0.5769,0.4842,0.113,0.4369,0.5603
emp_000364,2026-07-01,0.3548,0.433,0.2364,0.2528,0.5144
emp_000365,2026-07-01,0.5565,0.2606,0.2924,0.4918,0.4172
emp_000366,2026-07-01,0.5286,0.4115,0.6132,0.3312,0.525
emp_000368,2026-07-01,0.5748,0.5364,0.2566,0.3586,0.4336
emp_000369,2026-07-01,0.4417,0.3854,0.6003,0.3404,0.3966
emp_000370,2026-07-01,0.5218,0.4513,0.1814,0.4854,0.5724
emp_000371,2026-07-01,0.6892,0.6266,0.6116,0.601,0.3071
emp_000372,2026-07-01,0.5328,0.2066,0.5026,0.5823,0.6322
emp_000373,2026-07-01,0.4907,0.5028,0.2439,0.6028,0.3681
emp_000375,2026-07-01,0.515,0.3489,0.3745,0.6467,0.4134
emp_000376,2026-07-01,0.4079,0.4107,0.2693,0.5518,0.516
emp_000377,2026-07-01,0.3537,0.3683,0.1293,0.6221,0.4614
emp_000378,2026-07-01,0.544,0.3792,0.4968,0.5517,0.3795
emp_000379,2026-07-01,0.4768,0.4119,0.2938,0.5302,0.5369
emp_000380,2026-07-01,0.5193,0.3623,0.4108,0.3532,0.4458
emp_000382,2026-07-01,0.5683,0.468,0.3423,0.6687,0.5701
emp_000383,2026-07-01,0.4909,0.359,0.443,0.5071,0.428
emp_000384,2026-07-01,0.54,0.661,0.3425,0.4961,0.3284
emp_000385,2026-07-01,0.5257,0.4308,0.2921,0.596,0.5984
emp_000386,2026-07-01,0.5257,0.2723,0.4882,0.5647,0.531
emp_000388,2026-07-01,0.4984,0.6158,0.022,0.5358,0.3467
emp_000389,2026-07-01,0.5845,0.3283,0.4245,0.5443,0.4178
emp_000390,2026-07-01,0.7249,0.2778,0.6391,0.6646,0.1568
emp_000392,2026-07-01,0.5608,0.2156,0.2653,0.5998,0.3557
emp_000394,2026-07-01,0.593,0.2581,0.6228,0.6722,0.3729
emp_000395,2026-07-01,0.4175,0.6047,0.0616,0.3392,0.5063
emp_000396,2026-07-01,0.4976,0.2384,0.2585,0.7958,0.4026
emp_000397,2026-07-01,0.6807,0.3196,0.1324,0.5337,0.2613
emp_000398,2026-07-01,0.5018,0.3943,0.3847,0.6472,0.5542
emp_000399,2026-07-01,0.234,0.3052,0.2694,0.4515,0.6019
emp_000400,2026-07-01,0.5022,0.5181,0.4602,0.6052,0.4523
emp_000402,2026-07-01,0.3497,0.5779,0.0,0.4491,0.5515
emp_000403,2026-07-01,0.7429,0.223,0.4335,0.5632,0.4473
emp_000404,2026-07-01,0.6021,0.3282,0.3191,0.4259,0.3404
emp_000405,2026-07-01,0.6422,0.3864,0.3217,0.5996,0.6103
emp_000406,2026-07-01,0.5089,0.265,0.5193,0.5815,0.5588
emp_000407,2026-07-01,0.5361,0.1957,0.4136,0.3844,0.4145
emp_000409,2026-07-01,0.651,0.2884,0.2209,0.4571,0.3228
emp_000410,2026-07-01,0.6913,0.0796,0.5362,0.674,0.3351
emp_000411,2026-07-01,0.603,0.4142,0.1306,0.3291,0.4877
emp_000412,2026-07-01,0.4506,0.201,0.3235,0.6108,0.4207
emp_000414,2026-07-01,0.4588,0.2892,0.3913,0.6943,0.7429
emp_000417,2026-07-01,0.5499,0.4299,0.4422,0.5224,0.4845
emp_000418,2026-07-01,0.305,0.5787,0.1519,0.3685,0.5493
emp_000419,2026-07-01,0.5285,0.5244,0.447,0.6095,0.5879
emp_000420,2026-07-01,0.3879,0.2441,0.2973,0.5486,0.5722
emp_000423,2026-07-01,0.482,0.2968,0.4543,0.681,0.3952
emp_000424,2026-07-01,0.5597,0.3844,0.1285,0.4248,0.6322
emp_000425,2026-07-01,0.2188,0.2719,0.5218,0.6855,0.4192
emp_000426,2026-07-01,0.6829,0.3607,0.3386,0.777,0.4195
emp_000428,2026-07-01,0.6309,0.4353,0.4041,0.6917,0.5203
emp_000429,2026-07-01,0.2566,0.3819,0.503,0.8137,0.5822
emp_000430,2026-07-01,0.4836,0.636,0.3996,0.4143,0.4358
emp_000431,2026-07-01,0.5808,0.5781,0.2408,0.5416,0.4242
emp_000432,2026-07-01,0.6966,0.3366,0.372,0.5457,0.5003
emp_000433,2026-07-01,0.6121,0.3438,0.3173,0.7102,0.3928
emp_000435,2026-07-01,0.5225,0.6376,0.3886,0.509,0.3529
emp_000436,2026-07-01,0.5786,0.466,0.503,0.537,0.4867
emp_000438,2026-07-01,0.5378,0.3419,0.3508,0.6172,0.472
emp_000439,2026-07-01,0.6594,0.4413,0.6473,0.547,0.3774
emp_000440,2026-07-01,0.4625,0.3546,0.3976,0.6164,0.3654
emp_000441,2026-07-01,0.5811,0.4291,0.1888,0.3636,0.6384
emp_000442,2026-07-01,0.1389,0.4525,0.5295,0.4567,0.5982
emp_000444,2026-07-01,0.5196,0.392,0.3532,0.5865,0.4218
emp_000445,2026-07-01,0.4367,0.1789,0.4615,0.7028,0.5624
emp_000446,2026-07-01,0.3891,0.1763,0.4333,0.4914,0.4414
emp_000447,2026-07-01,0.318,0.2205,0.0867,0.6149,0.6027
emp_000448,2026-07-01,0.6671,0.2638,0.2392,0.5623,0.4774
emp_000449,2026-07-01,0.687,0.4595,0.2573,0.568,0.5724
emp_000450,2026-07-01,0.6368,0.3261,0.5627,0.636,0.5535
emp_000451,2026-07-01,0.6197,0.3733,0.3398,0.4549,0.3342
emp_000453,2026-07-01,0.4297,0.3722,0.6076,0.5523,0.6696
emp_000454,2026-07-01,0.8147,0.3025,0.434,0.5938,0.3374
emp_000455,2026-07-01,0.4708,0.4057,0.1218,0.3202,0.4811
emp_000458,2026-07-01,0.4056,0.2963,0.2632,0.5939,0.4844
emp_000459,2026-07-01,0.6432,0.42,0.3968,0.5637,0.6565
emp_000460,2026-07-01,0.5595,0.2673,0.3002,0.6373,0.5521
emp_000461,2026-07-01,0.5064,0.2743,0.3899,0.5213,0.4678
emp_000462,2026-07-01,0.5755,0.5882,0.3055,0.521,0.4998
emp_000463,2026-07-01,0.4273,0.2584,0.3656,0.4991,0.4871
emp_000464,2026-07-01,0.4403,0.3566,0.3555,0.2758,0.3147
emp_000465,2026-07-01,0.3776,0.0995,0.3525,0.6504,0.386
emp_000466,2026-07-01,0.3693,0.4649,0.1271,0.2918,0.4533
emp_000467,2026-07-01,0.5898,0.2796,0.247,0.6163,0.557
emp_000468,2026-07-01,0.4514,0.1031,0.3201,0.4605,0.3496
emp_000469,2026-07-01,0.4827,0.398,0.5067,0.6198,0.5758
emp_000470,2026-07-01,0.5701,0.3577,0.2895,0.5485,0.4462
emp_000473,2026-07-01,0.4461,0.2315,0.4816,0.5398,0.5341
emp_000474,2026-07-01,0.7339,0.44,0.1637,0.3563,0.5906
emp_000475,2026-07-01,0.5309,0.4746,0.5318,0.4483,0.601
emp_000477,2026-07-01,0.486,0.4472,0.1957,0.384,0.4059
emp_000478,2026-07-01,0.6094,0.0349,0.4392,0.3884,0.3882
emp_000479,2026-07-01,0.6374,0.5703,0.5112,0.6386,0.5126
emp_000481,2026-07-01,0.3871,0.6433,0.4044,0.6403,0.4327
emp_000482,2026-07-01,0.4595,0.4811,0.3581,0.4755,0.5699
emp_000483,2026-07-01,0.4464,0.5693,0.317,0.3466,0.4221
emp_000484,2026-07-01,0.3876,0.1923,0.4436,0.6819,0.4484
emp_000485,2026-07-01,0.6865,0.1805,0.0,0.4192,0.3775
emp_000486,2026-07-01,0.2428,0.4293,0.1002,0.3558,0.5463
emp_000487,2026-07-01,0.4958,0.4416,0.3957,0.3739,0.4546
emp_000488,2026-07-01,0.6251,0.3442,0.5346,0.5828,0.4714
emp_000489,2026-07-01,0.5423,0.4888,0.321,0.4399,0.2887
emp_000490,2026-07-01,0.5676,0.4184,0.5623,0.6991,0.3898
emp_000491,2026-07-01,0.3854,0.3377,0.2642,0.4566,0.5852
emp_000495,2026-07-01,0.5278,0.2486,0.3029,0.194,0.6296
emp_000496,2026-07-01,0.5914,0.3531,0.3349,0.5023,0.58
emp_000502,2026-07-01,0.6439,0.2903,0.5267,0.5001,0.2555
emp_000503,2026-07-01,0.5176,0.4711,0.2658,0.3864,0.5224
