employee_id,hire_date,hire_source
emp_000195,2024-08-31,referral
emp_000196,2024-05-01,recruiter
emp_000197,2024-03-01,referral
emp_000198,2024-01-31,referral
emp_000199,2023-01-30,university
emp_000200,2025-05-01,company_site
emp_000201,2018-10-31,referral
emp_000202,2022-12-31,recruiter
emp_000203,2023-09-01,company_site
emp_000204,2023-12-01,university
emp_000205,2025-04-01,recruiter
emp_000206,2020-07-31,referral
emp_000207,2025-03-01,referral
emp_000208,2025-10-01,referral
emp_000209,2023-06-01,recruiter
emp_000210,2024-01-31,company_site
emp_000211,2025-05-01,recruiter
emp_000212,2017-03-01,company_site
emp_000213,2023-12-31,linkedin
emp_000214,2023-05-02,referral
emp_000215,2021-05-01,referral
emp_000216,2025-05-01,linkedin
emp_000217,2025-05-01,company_site
emp_000218,2025-03-01,boomerang
emp_000219,2024-07-31,referral
emp_000220,2022-07-01,recruiter
emp_000221,2023-08-01,referral
emp_000222,2024-05-31,recruiter
emp_000223,2024-09-30,referral
emp_000224,2025-11-30,recruiter
emp_000225,2025-04-01,referral
emp_000226,2025-10-01,referral
emp_000227,2022-12-01,company_site
emp_000228,2022-01-30,linkedin
emp_000229,2018-06-01,linkedin
emp_000230,2021-08-01,linkedin
emp_000231,2017-03-01,boomerang
emp_000232,2021-08-31,linkedin
emp_000233,2026-05-02,company_site
emp_000234,2024-01-31,university
emp_000235,2024-05-01,recruiter
emp_000236,2022-12-31,linkedin
emp_000237,2024-12-31,company_site
emp_000238,2024-09-30,referral
emp_000239,2022-06-01,company_site
emp_000240,2023-10-31,linkedin
emp_000241,2022-01-30,recruiter
emp_000242,2023-07-02,university
emp_000243,2024-05-31,referral
emp_000244,2024-09-30,referral
emp_000245,2024-08-31,linkedin
emp_000246,2024-04-01,company_site
emp_000247,2020-07-01,linkedin
emp_000248,2021-12-31,company_site
emp_000249,2023-06-01,company_site
emp_000250,2023-04-01,boomerang
emp_000251,2023-10-01,linkedin
emp_000252,2024-04-01,referral
emp_000253,2025-11-30,linkedin
emp_000254,2024-04-01,company_site
emp_000255,2023-10-01,referral
emp_000256,2025-01-30,referral
emp_000257,2026-04-01,linkedin
emp_000258,2026-04-01,recruiter
emp_000259,2024-08-31,boomerang
emp_000260,2025-01-30,linkedin
emp_000261,2024-01-31,referral
emp_000262,2023-07-02,linkedin
emp_000263,2024-04-01,linkedin
emp_000264,2024-10-31,conference
emp_000265,2022-01-30,linkedin
emp_000266,2020-10-31,recruiter
emp_000267,2023-05-02,university
emp_000268,2024-03-01,company_site
emp_000269,2025-12-31,referral
emp_000270,2025-10-31,company_site
emp_000271,2021-10-31,linkedin
emp_000272,2020-05-31,linkedin
emp_000273,2019-07-02,conference
emp_000274,2025-01-30,referral
emp_000275,2023-08-01,linkedin
emp_000276,2023-10-01,referral
emp_000277,2025-08-31,referral
emp_000278,2024-08-31,company_site
emp_000279,2025-03-01,recruiter
emp_000280,2022-08-01,company_site
emp_000281,2023-07-02,linkedin
emp_000282,2022-10-31,referral
emp_000283,2023-10-01,linkedin
emp_000284,2023-03-02,company_site
emp_000285,2025-08-01,recruiter
emp_000286,2019-06-01,recruiter
emp_000287,2021-09-30,university
emp_000288,2025-08-01,recruiter
emp_000289,2025-10-01,linkedin
emp_000290,2025-07-01,company_site
emp_000291,2024-12-31,recruiter
emp_000292,2025-11-30,boomerang
emp_000293,2023-12-31,linkedin
emp_000294,2024-12-31,recruiter
emp_000295,2023-01-30,linkedin
emp_000296,2023-07-02,recruiter
emp_000297,2023-09-01,university
emp_000298,2023-10-31,university
emp_000299,2021-12-31,referral
emp_000300,2019-08-31,referral
emp_000301,2025-04-01,recruiter
emp_000302,2024-05-31,company_site
emp_000303,2025-03-01,university
emp_000304,2023-08-01,linkedin
emp_000305,2021-05-01,university
emp_000306,2019-03-02,recruiter
emp_000307,2024-04-01,referral
emp_000308,2021-12-31,referral
emp_000309,2017-07-01,recruiter
emp_000310,2025-10-01,referral
emp_000311,2021-04-01,recruiter
emp_000312,2024-01-31,company_site
emp_000313,2026-04-01,linkedin
emp_000314,2023-12-31,referral
emp_000315,2019-12-31,conference
emp_000316,2025-10-31,recruiter
emp_000317,2024-07-31,recruiter
emp_000318,2025-05-01,recruiter
emp_000319,2025-10-01,company_site
emp_000320,2020-03-01,boomerang
emp_000321,2024-05-31,company_site
emp_000322,2024-10-31,company_site
emp_000323,2024-07-01,referral
emp_000324,2024-09-30,linkedin
emp_000325,2024-05-01,recruiter
emp_000326,2024-03-01,linkedin
emp_000327,2021-01-30,recruiter
emp_000328,2020-10-31,boomerang
emp_000329,2024-01-31,linkedin
emp_000330,2023-08-01,referral
emp_000331,2025-08-01,recruiter
emp_000332,2025-04-01,referral
emp_000333,2021-05-01,recruiter
emp_000334,2024-10-31,company_site
emp_000335,2019-10-31,linkedin
emp_000336,2024-07-01,company_site
emp_000337,2023-03-02,company_site
emp_000338,2024-01-31,linkedin
emp_000339,2024-05-01,linkedin
emp_000340,2025-03-01,linkedin
emp_000341,2024-05-31,university
emp_000342,2025-08-01,referral
emp_000343,2025-08-01,linkedin
emp_000344,2025-05-01,referral
emp_000345,2024-11-30,linkedin
emp_000346,2023-01-30,referral
emp_000347,2023-05-02,recruiter
emp_000348,2025-03-01,referral
emp_000349,2023-04-01,recruiter
emp_000350,2025-01-30,referral
emp_000351,2024-04-01,linkedin
emp_000352,2024-05-01,referral
emp_000353,2024-07-31,recruiter
emp_000354,2023-07-02,boomerang
emp_000355,2020-03-31,referral
emp_000356,2024-08-31,boomerang
emp_000357,2019-07-02,linkedin
emp_000358,2025-03-01,company_site
emp_000359,2024-10-31,recruiter
emp_000360,2020-10-31,referral
emp_000361,2024-04-01,linkedin
emp_000362,2020-08-31,referral
emp_000363,2025-06-01,recruiter
emp_000364,2024-05-01,linkedin
emp_000365,2025-07-01,university
emp_000366,2023-12-31,referral
emp_000367,2025-10-31,boomerang
emp_000368,2022-12-31,referral
emp_000369,2024-07-01,company_site
emp_000370,2024-08-31,linkedin
emp_000371,2024-10-31,referral
emp_000372,2023-04-01,referral
emp_000373,2022-08-31,recruiter
emp_000374,2024-01-31,referral
emp_000375,2022-12-01,company_site
emp_000376,2025-12-31,conference
emp_000377,2023-07-02,linkedin
emp_000378,2024-05-31,referral
emp_000379,2025-04-01,referral
emp_000380,2025-08-01,referral
emp_000381,2025-08-01,linkedin
emp_000382,2024-07-01,recruiter
emp_000383,2024-10-31,linkedin
emp_000384,2025-05-01,referral
emp_000385,2023-10-01,recruiter
emp_000386,2025-08-31,linkedin
emp_000387,2021-05-01,company_site
emp_000388,2026-04-01,boomerang
emp_000389,2022-03-02,linkedin
emp_000390,2022-12-01,company_site
emp_000391,2025-04-01,recruiter
emp_000392,2024-05-31,recruiter
emp_000393,2022-06-01,recruiter
emp_000394,2026-01-30,recruiter
emp_000395,2024-07-01,company_site
emp_000396,2020-11-30,company_site
emp_000397,2024-08-31,recruiter
emp_000398,2025-07-01,recruiter
emp_000399,2025-08-31,recruiter
emp_000400,2020-08-31,linkedin
emp_000401,2026-04-01,recruiter
emp_000402,2019-03-02,referral
emp_000403,2025-03-01,referral
emp_000404,2023-07-02,linkedin
emp_000405,2023-12-01,referral
emp_000406,2022-12-31,recruiter
emp_000407,2025-04-01,referral
emp_000408,2024-05-01,recruiter
emp_000409,2025-01-30,company_site
emp_000410,2023-12-31,referral
emp_000411,2026-01-30,referral
emp_000412,2024-09-30,company_site
emp_000413,2025-10-31,recruiter
emp_000414,2024-09-30,linkedin
emp_000415,2024-07-01,referral
emp_000416,2022-08-01,linkedin
emp_000417,2019-03-02,referral
emp_000418,2024-11-30,referral
emp_000419,2025-12-31,conference
emp_000420,2025-03-01,referral
emp_000421,2022-03-02,referral
emp_000422,2020-08-31,university
emp_000423,2023-10-31,recruiter
emp_000424,2024-10-31,linkedin
emp_000425,2023-04-01,recruiter
emp_000426,2022-12-01,boomerang
emp_000427,2023-10-31,referral
emp_000428,2025-06-01,referral
emp_000429,2018-08-01,university
emp_000430,2024-12-31,recruiter
emp_000431,2024-07-01,conference
emp_000432,2026-01-30,linkedin
emp_000433,2025-08-31,boomerang
emp_000434,2023-12-31,linkedin
emp_000435,2022-12-31,recruiter
emp_000436,2025-08-31,university
emp_000437,2019-03-02,referral
emp_000438,2023-03-02,referral
emp_000439,2024-05-01,company_site
emp_000440,2022-06-01,university
emp_000441,2024-09-30,referral
emp_000442,2026-06-01,university
emp_000443,2023-03-02,linkedin
emp_000444,2026-05-02,linkedin
emp_000445,2025-05-01,linkedin
emp_000446,2023-06-01,university
emp_000447,2026-03-02,referral
emp_000448,2023-10-31,company_site
emp_000449,2022-03-02,referral
emp_000450,2017-09-30,boomerang
emp_000451,2022-10-01,recruiter
emp_000452,2025-06-01,referral
emp_000453,2024-11-30,linkedin
emp_000454,2025-04-01,linkedin
emp_000455,2025-06-01,linkedin
emp_000456,2023-12-31,recruiter
emp_000457,2021-08-01,company_site
emp_000458,2024-09-30,linkedin
emp_000459,2025-11-30,recruiter
emp_000460,2024-09-30,linkedin
emp_000461,2024-04-01,referral
emp_000462,2025-12-31,referral
emp_000463,2024-08-31,linkedin
emp_000464,2022-05-01,company_site
emp_000465,2025-05-01,referral
emp_000466,2023-10-31,company_site
emp_000467,2023-12-31,referral
emp_000468,2021-03-01,recruiter
emp_000469,2023-12-01,referral
emp_000470,2023-12-01,linkedin
emp_000471,2023-10-01,referral
emp_000472,2024-10-31,linkedin
emp_000473,2016-07-01,referral
emp_000474,2024-07-31,linkedin
emp_000475,2018-04-01,recruiter
emp_000476,2024-05-01,referral
emp_000477,2026-07-01,recruiter
emp_000478,2025-11-30,company_site
emp_000479,2024-07-31,company_site
emp_000480,2023-08-01,company_site
emp_000481,2025-01-30,linkedin
emp_000482,2025-06-01,recruiter
emp_000483,2024-04-01,recruiter
emp_000484,2023-06-01,recruiter
emp_000485,2022-10-01,referral
emp_000486,2024-01-31,recruiter
emp_000487,2025-08-31,referral
emp_000488,2025-03-01,linkedin
emp_000489,2024-12-31,referral
emp_000490,2023-09-01,referral
emp_000491,2024-03-01,company_site
emp_000492,2024-04-01,university
emp_000493,2016-11-30,referral
emp_000494,2020-05-31,company_site
emp_000495,2024-07-31,company_site
emp_000496,2024-11-30,boomerang
emp_000497,2009-05-31,recruiter
emp_000498,2025-08-01,referral
emp_000499,2022-08-31,referral
