employee_id,quarter_end,rating
emp_000041,2025-01-07,4.87
emp_000041,2024-10-09,4.3
emp_000041,2024-07-11,3.81
emp_000042,2026-04-02,4.33
emp_000042,2026-01-02,3.97
emp_000042,2025-10-04,3.86
emp_000042,2025-07-06,3.73
emp_000043,2026-04-02,4.37
emp_000043,2026-01-02,3.96
emp_000043,2025-10-04,4.48
emp_000043,2025-07-06,4.34
emp_000043,2025-04-07,4.22
emp_000043,2025-01-07,4.13
emp_000043,2024-10-09,4.07
emp_000043,2024-07-11,3.99
emp_000044,2026-04-02,3.68
emp_000044,2026-01-02,3.94
emp_000044,2025-10-04,3.48
emp_000044,2025-07-06,3.46
emp_000044,2025-04-07,3.47
emp_000044,2025-01-07,3.72
emp_000044,2024-10-09,3.76
emp_000044,2024-07-11,3.63
emp_000045,2026-04-02,4.52
emp_000045,2026-01-02,4.17
emp_000045,2025-10-04,4.86
emp_000045,2025-07-06,4.28
emp_000045,2025-04-07,4.62
emp_000045,2025-01-07,4.3
emp_000045,2024-10-09,4.25
emp_000045,2024-07-11,4.68
emp_000046,2026-04-02,4.06
emp_000046,2026-01-02,3.64
emp_000047,2026-04-02,3.88
emp_000047,2026-01-02,3.16
emp_000047,2025-10-04,3.6
emp_000047,2025-07-06,3.58
emp_000047,2025-04-07,4.21
emp_000047,2025-01-07,3.87
emp_000047,2024-10-09,3.92
emp_000047,2024-07-11,3.31
emp_000048,2026-04-02,3.52
emp_000048,2026-01-02,3.73
emp_000048,2025-10-04,3.34
emp_000048,2025-07-06,4.02
emp_000048,2025-04-07,3.59
emp_000048,2025-01-07,3.66
emp_000048,2024-10-09,3.16
emp_000048,2024-07-11,3.35
emp_000049,2026-04-02,4.69
emp_000049,2026-01-02,3.8
emp_000049,2025-10-04,3.67
emp_000049,2025-07-06,3.06
emp_000049,2025-04-07,3.39
emp_000049,2025-01-07,3.7
emp_000049,2024-10-09,3.64
emp_000049,2024-07-11,3.22
emp_000050,2026-04-02,3.98
emp_000050,2026-01-02,3.72
emp_000050,2025-10-04,4.51
emp_000050,2025-07-06,4.09
emp_000050,2025-04-07,4.38
emp_000050,2025-01-07,3.56
emp_000050,2024-10-09,3.52
emp_000050,2024-07-11,3.98
emp_000051,2026-04-02,4.19
emp_000051,2026-01-02,3.87
emp_000051,2025-10-04,3.73
emp_000051,2025-07-06,3.81
emp_000051,2025-04-07,4.07
emp_000051,2025-01-07,4.1
emp_000052,2026-04-02,3.42
emp_000052,2026-01-02,3.46
emp_000052,2025-10-04,3.73
emp_000052,2025-07-06,3.07
emp_000052,2025-04-07,3.43
emp_000052,2025-01-07,3.48
emp_000052,2024-10-09,2.47
emp_000052,2024-07-11,3.24
emp_000053,2026-04-02,3.39
emp_000053,2026-01-02,3.4
emp_000053,2025-10-04,3.48
emp_000053,2025-07-06,3.94
emp_000053,2025-04-07,3.47
emp_000054,2026-04-02,3.85
emp_000054,2026-01-02,4.42
emp_000054,2025-10-04,4.15
emp_000054,2025-07-06,4.12
emp_000054,2025-04-07,4.01
emp_000055,2026-04-02,4.53
emp_000055,2026-01-02,4.44
emp_000055,2025-10-04,4.43
emp_000055,2025-07-06,3.91
emp_000055,2025-04-07,4.27
emp_000055,2025-01-07,3.67
emp_000055,2024-10-09,4.16
emp_000055,2024-07-11,4.6
emp_000056,2026-04-02,2.79
emp_000056,2026-01-02,3.19
emp_000056,2025-10-04,3.17
emp_000056,2025-07-06,3.06
emp_000056,2025-04-07,3.44
emp_000056,2025-01-07,3.05
emp_000056,2024-10-09,3.78
emp_000056,2024-07-11,3.51
emp_000057,2026-04-02,3.8
emp_000057,2026-01-02,4.57
emp_000057,2025-10-04,3.81
emp_000057,2025-07-06,3.99
emp_000057,2025-04-07,4.17
emp_000058,2026-04-02,3.65
emp_000058,2026-01-02,3.62
emp_000058,2025-10-04,3.89
emp_000058,2025-07-06,3.58
emp_000059,2026-04-02,5.0
emp_000059,2026-01-02,3.38
emp_000059,2025-10-04,3.77
emp_000059,2025-07-06,4.4
emp_000059,2025-04-07,4.43
emp_000059,2025-01-07,3.99
emp_000059,2024-10-09,4.79
emp_000059,2024-07-11,4.41
emp_000060,2026-04-02,3.62
emp_000060,2026-01-02,3.53
emp_000060,2025-10-04,3.83
emp_000060,2025-07-06,4.22
emp_000060,2025-04-07,3.84
emp_000060,2025-01-07,3.52
emp_000061,2026-04-02,3.74
emp_000061,2026-01-02,4.15
emp_000061,2025-10-04,3.58
emp_000061,2025-07-06,4.28
emp_000061,2025-04-07,3.96
emp_000061,2025-01-07,3.97
emp_000061,2024-10-09,3.84
emp_000061,2024-07-11,3.99
emp_000062,2026-04-02,4.4
emp_000062,2026-01-02,4.43
emp_000062,2025-10-04,3.92
emp_000062,2025-07-06,4.24
emp_000062,2025-04-07,3.9
emp_000062,2025-01-07,3.6
emp_000062,2024-10-09,4.41
emp_000062,2024-07-11,4.41
emp_000063,2026-04-02,4.03
emp_000063,2026-01-02,3.24
emp_000063,2025-10-04,3.76
emp_000063,2025-07-06,4.11
emp_000063,2025-04-07,3.6
emp_000063,2025-01-07,3.92
emp_000063,2024-10-09,3.6
emp_000063,2024-07-11,3.83
emp_000064,2026-04-02,4.23
emp_000064,2026-01-02,3.22
emp_000064,2025-10-04,3.8
emp_000064,2025-07-06,4.53
emp_000064,2025-04-07,3.46
emp_000064,2025-01-07,3.9
emp_000064,2024-10-09,3.69
emp_000064,2024-07-11,3.52
emp_000065,2026-04-02,4.17
emp_000065,2026-01-02,4.25
emp_000065,2025-10-04,3.75
emp_000065,2025-07-06,3.63
emp_000065,2025-04-07,4.41
emp_000065,2025-01-07,3.83
emp_000065,2024-10-09,4.18
emp_000066,2026-04-02,3.65
emp_000066,2026-01-02,3.61
emp_000066,2025-10-04,3.2
emp_000066,2025-07-06,3.7
emp_000066,2025-04-07,3.34
emp_000066,2025-01-07,3.75
emp_000066,2024-10-09,3.91
emp_000066,2024-07-11,4.09
emp_000067,2026-04-02,3.83
emp_000067,2026-01-02,3.89
emp_000067,2025-10-04,4.31
emp_000067,2025-07-06,3.12
emp_000067,2025-04-07,3.71
emp_000067,2025-01-07,4.11
emp_000067,2024-10-09,4.19
emp_000067,2024-07-11,4.05
emp_000068,2026-04-02,2.86
emp_000068,2026-01-02,3.27
emp_000068,2025-10-04,2.93
emp_000069,2026-04-02,2.84
emp_000069,2026-01-02,3.74
emp_000069,2025-10-04,3.11
emp_000069,2025-07-06,3.38
emp_000069,2025-04-07,3.5
emp_000070,2026-04-02,2.97
emp_000070,2026-01-02,4.08
emp_000070,2025-10-04,2.82
emp_000070,2025-07-06,3.4
emp_000070,2025-04-07,2.48
emp_000071,2026-04-02,3.41
emp_000071,2026-01-02,4.18
emp_000071,2025-10-04,3.87
emp_000072,2026-04-02,4.15
emp_000072,2026-01-02,4.57
emp_000072,2025-10-04,4.65
emp_000072,2025-07-06,4.0
emp_000072,2025-04-07,3.68
emp_000072,2025-01-07,4.13
emp_000072,2024-10-09,4.24
emp_000072,2024-07-11,4.26
emp_000073,2026-04-02,4.03
emp_000073,2026-01-02,3.7
emp_000073,2025-10-04,3.62
emp_000073,2025-07-06,4.14
emp_000073,2025-04-07,3.76
emp_000073,2025-01-07,3.73
emp_000073,2024-10-09,4.57
emp_000073,2024-07-11,4.57
emp_000074,2026-04-02,3.78
emp_000074,2026-01-02,3.65
emp_000074,2025-10-04,4.11
emp_000074,2025-07-06,4.24
emp_000074,2025-04-07,3.92
emp_000075,2026-04-02,4.29
emp_000075,2026-01-02,4.6
emp_000075,2025-10-04,4.15
emp_000075,2025-07-06,4.06
emp_000075,2025-04-07,4.5
emp_000075,2025-01-07,4.68
emp_000075,2024-10-09,4.15
emp_000075,2024-07-11,4.54
emp_000076,2026-04-02,3.5
emp_000076,2026-01-02,3.61
emp_000076,2025-10-04,3.64
emp_000076,2025-07-06,3.21
emp_000076,2025-04-07,3.17
emp_000076,2025-01-07,3.28
emp_000076,2024-10-09,2.49
emp_000076,2024-07-11,3.36
emp_000077,2026-04-02,3.76
emp_000077,2026-01-02,3.62
emp_000077,2025-10-04,4.07
emp_000078,2026-04-02,3.83
emp_000078,2026-01-02,4.26
emp_000078,2025-10-04,3.35
emp_000078,2025-07-06,3.23
emp_000078,2025-04-07,3.71
emp_000079,2026-04-02,3.19
emp_000080,2026-04-02,4.0
emp_000080,2026-01-02,3.32
emp_000080,2025-10-04,4.13
emp_000080,2025-07-06,4.02
emp_000080,2025-04-07,4.13
emp_000080,2025-01-07,4.13
emp_000080,2024-10-09,3.42
emp_000080,2024-07-11,3.81
emp_000081,2026-04-02,4.99
emp_000081,2026-01-02,3.86
emp_000081,2025-10-04,4.35
emp_000081,2025-07-06,3.72
emp_000081,2025-04-07,3.55
emp_000081,2025-01-07,4.11
emp_000081,2024-10-09,3.87
emp_000081,2024-07-11,4.38
emp_000082,2026-04-02,4.51
emp_000082,2026-01-02,3.54
emp_000082,2025-10-04,4.7
emp_000082,2025-07-06,4.09
emp_000082,2025-04-07,4.08
emp_000082,2025-01-07,3.43
emp_000082,2024-10-09,4.23
emp_000082,2024-07-11,4.13
emp_000083,2026-04-02,4.13
emp_000083,2026-01-02,3.65
emp_000084,2026-04-02,3.33
emp_000084,2026-01-02,4.03
emp_000084,2025-10-04,4.06
emp_000084,2025-07-06,3.56
emp_000084,2025-04-07,3.75
emp_000084,2025-01-07,3.67
emp_000084,2024-10-09,3.44
emp_000084,2024-07-11,3.85
emp_000085,2026-04-02,4.12
emp_000085,2026-01-02,4.21
emp_000085,2025-10-04,3.96
emp_000085,2025-07-06,4.25
emp_000085,2025-04-07,4.33
emp_000085,2025-01-07,4.27
emp_000085,2024-10-09,3.92
emp_000085,2024-07-11,4.6
emp_000086,2026-04-02,4.12
emp_000086,2026-01-02,3.22
emp_000086,2025-10-04,3.94
emp_000086,2025-07-06,4.02
emp_000086,2025-04-07,3.35
emp_000087,2026-04-02,4.16
emp_000087,2026-01-02,3.57
emp_000088,2026-04-02,4.86
emp_000088,2026-01-02,4.43
emp_000088,2025-10-04,4.06
emp_000088,2025-07-06,4.1
emp_000088,2025-04-07,4.3
emp_000088,2025-01-07,3.79
emp_000088,2024-10-09,3.89
emp_000088,2024-07-11,3.98
emp_000089,2026-04-02,4.29
emp_000089,2026-01-02,3.97
emp_000089,2025-10-04,4.23
emp_000089,2025-07-06,3.91
emp_000089,2025-04-07,3.95
emp_000089,2025-01-07,4.01
emp_000089,2024-10-09,4.01
emp_000089,2024-07-11,4.05
emp_000090,2026-04-02,4.65
emp_000090,2026-01-02,3.88
emp_000090,2025-10-04,3.94
emp_000090,2025-07-06,4.03
emp_000091,2026-04-02,3.43
emp_000091,2026-01-02,4.09
emp_000091,2025-10-04,3.93
emp_000091,2025-07-06,3.54
emp_000091,2025-04-07,3.59
emp_000091,2025-01-07,4.21
emp_000091,2024-10-09,3.47
emp_000091,2024-07-11,4.45
emp_000092,2026-04-02,3.98
emp_000092,2026-01-02,3.83
emp_000092,2025-10-04,4.09
emp_000092,2025-07-06,4.45
emp_000092,2025-04-07,3.64
emp_000093,2026-04-02,4.57
emp_000093,2026-01-02,4.58
emp_000093,2025-10-04,4.25
emp_000093,2025-07-06,5.0
emp_000093,2025-04-07,4.37
emp_000093,2025-01-07,4.88
emp_000093,2024-10-09,3.95
emp_000093,2024-07-11,4.3
emp_000094,2026-04-02,3.98
emp_000094,2026-01-02,3.89
emp_000094,2025-10-04,4.47
emp_000094,2025-07-06,3.4
emp_000094,2025-04-07,4.28
emp_000094,2025-01-07,4.16
emp_000094,2024-10-09,3.62
emp_000094,2024-07-11,4.11
emp_000095,2026-04-02,4.2
emp_000095,2026-01-02,4.41
emp_000095,2025-10-04,3.52
emp_000095,2025-07-06,3.82
emp_000095,2025-04-07,3.11
emp_000095,2025-01-07,4.18
emp_000095,2024-10-09,3.63
emp_000095,2024-07-11,3.89
emp_000096,2026-04-02,3.59
emp_000096,2026-01-02,3.08
emp_000096,2025-10-04,4.26
emp_000096,2025-07-06,3.77
emp_000096,2025-04-07,4.1
emp_000096,2025-01-07,3.77
emp_000096,2024-10-09,3.86
emp_000096,2024-07-11,4.47
emp_000097,2026-04-02,3.92
emp_000097,2026-01-02,3.79
emp_000097,2025-10-04,2.7
emp_000097,2025-07-06,3.19
emp_000097,2025-04-07,4.49
emp_000097,2025-01-07,3.41
emp_000097,2024-10-09,3.53
emp_000097,2024-07-11,3.41
emp_000098,2026-04-02,4.32
emp_000098,2026-01-02,3.63
emp_000098,2025-10-04,4.09
emp_000098,2025-07-06,3.61
emp_000098,2025-04-07,4.03
emp_000098,2025-01-07,3.44
emp_000098,2024-10-09,3.43
emp_000099,2026-04-02,3.34
emp_000099,2026-01-02,2.99
emp_000099,2025-10-04,3.95
emp_000099,2025-07-06,3.62
emp_000100,2026-04-02,4.28
emp_000100,2026-01-02,3.99
emp_000101,2026-04-02,3.74
emp_000101,2026-01-02,4.24
emp_000101,2025-10-04,4.29
emp_000101,2025-07-06,3.02
emp_000101,2025-04-07,4.01
emp_000101,2025-01-07,3.47
emp_000101,2024-10-09,4.08
emp_000101,2024-07-11,3.12
emp_000102,2026-04-02,3.43
emp_000103,2026-04-02,5.0
emp_000103,2026-01-02,4.31
emp_000103,2025-10-04,3.88
emp_000103,2025-07-06,4.75
emp_000103,2025-04-07,4.19
emp_000103,2025-01-07,4.44
emp_000103,2024-10-09,4.58
emp_000103,2024-07-11,4.08
emp_000104,2026-04-02,3.62
emp_000104,2026-01-02,3.92
emp_000104,2025-10-04,3.7
emp_000104,2025-07-06,3.9
emp_000104,2025-04-07,3.47
emp_000104,2025-01-07,3.86
emp_000104,2024-10-09,3.46
emp_000104,2024-07-11,4.85
emp_000105,2026-04-02,4.06
emp_000105,2026-01-02,3.99
emp_000105,2025-10-04,3.56
emp_000105,2025-07-06,3.59
emp_000105,2025-04-07,3.8
emp_000105,2025-01-07,3.54
emp_000105,2024-10-09,4.07
emp_000106,2026-04-02,3.76
emp_000106,2026-01-02,4.09
emp_000106,2025-10-04,3.8
emp_000106,2025-07-06,4.02
emp_000107,2026-04-02,2.6
emp_000107,2026-01-02,3.19
emp_000107,2025-10-04,3.43
emp_000108,2026-04-02,3.68
emp_000108,2026-01-02,3.56
emp_000108,2025-10-04,3.25
emp_000108,2025-07-06,3.52
emp_000108,2025-04-07,3.88
emp_000108,2025-01-07,3.44
emp_000108,2024-10-09,3.29
emp_000108,2024-07-11,3.26
emp_000109,2026-04-02,3.59
emp_000109,2026-01-02,3.1
emp_000109,2025-10-04,2.96
emp_000110,2026-04-02,4.13
emp_000110,2026-01-02,4.13
emp_000110,2025-10-04,3.96
emp_000110,2025-07-06,4.1
emp_000111,2026-04-02,4.28
emp_000111,2026-01-02,3.61
emp_000111,2025-10-04,4.12
emp_000112,2026-04-02,3.68
emp_000112,2026-01-02,3.35
emp_000112,2025-10-04,3.4
emp_000112,2025-07-06,2.66
emp_000112,2025-04-07,3.3
emp_000112,2025-01-07,3.25
emp_000112,2024-10-09,3.43
emp_000112,2024-07-11,3.92
emp_000113,2026-04-02,3.72
emp_000113,2026-01-02,3.72
emp_000113,2025-10-04,3.36
emp_000113,2025-07-06,3.99
emp_000113,2025-04-07,4.08
emp_000113,2025-01-07,3.93
emp_000113,2024-10-09,4.11
emp_000113,2024-07-11,4.29
emp_000114,2026-04-02,3.6
emp_000114,2026-01-02,3.54
emp_000114,2025-10-04,3.06
emp_000114,2025-07-06,3.5
emp_000114,2025-04-07,4.04
emp_000114,2025-01-07,3.19
emp_000114,2024-10-09,3.31
emp_000114,2024-07-11,3.63
emp_000115,2026-04-02,3.68
emp_000115,2026-01-02,2.97
emp_000115,2025-10-04,3.18
emp_000115,2025-07-06,3.08
emp_000115,2025-04-07,3.81
emp_000115,2025-01-07,2.84
emp_000115,2024-10-09,3.96
emp_000115,2024-07-11,3.26
emp_000116,2026-04-02,3.97
emp_000116,2026-01-02,3.04
emp_000116,2025-10-04,3.38
emp_000116,2025-07-06,3.57
emp_000116,2025-04-07,3.92
emp_000116,2025-01-07,4.02
emp_000116,2024-10-09,3.91
emp_000117,2026-04-02,4.49
emp_000117,2026-01-02,4.03
emp_000117,2025-10-04,3.77
emp_000117,2025-07-06,4.02
emp_000118,2026-04-02,3.55
emp_000118,2026-01-02,3.41
emp_000118,2025-10-04,3.86
emp_000118,2025-07-06,4.44
emp_000119,2026-04-02,3.74
emp_000119,2026-01-02,3.44
emp_000119,2025-10-04,3.78
emp_000119,2025-07-06,4.0
emp_000119,2025-04-07,3.41
emp_000119,2025-01-07,4.14
emp_000119,2024-10-09,4.13
emp_000119,2024-07-11,4.26
emp_000120,2026-04-02,4.32
emp_000120,2026-01-02,4.42
emp_000120,2025-10-04,4.09
emp_000120,2025-07-06,4.28
emp_000120,2025-04-07,4.68
emp_000120,2025-01-07,4.17
emp_000120,2024-10-09,4.68
emp_000120,2024-07-11,4.31
emp_000121,2026-04-02,3.59
emp_000121,2026-01-02,2.5
emp_000121,2025-10-04,2.5
emp_000121,2025-07-06,2.92
emp_000121,2025-04-07,2.83
emp_000121,2025-01-07,3.17
emp_000121,2024-10-09,2.51
emp_000121,2024-07-11,2.96
emp_000122,2026-04-02,4.25
emp_000122,2026-01-02,3.89
emp_000122,2025-10-04,3.65
emp_000122,2025-07-06,4.0
emp_000122,2025-04-07,4.46
emp_000122,2025-01-07,3.74
emp_000122,2024-10-09,3.7
emp_000122,2024-07-11,4.01
emp_000123,2026-04-02,4.42
emp_000123,2026-01-02,4.33
emp_000123,2025-10-04,4.43
emp_000123,2025-07-06,4.54
emp_000123,2025-04-07,4.08
emp_000123,2025-01-07,4.28
emp_000123,2024-10-09,3.54
emp_000123,2024-07-11,4.5
emp_000124,2026-04-02,3.42
emp_000124,2026-01-02,3.26
emp_000124,2025-10-04,3.89
emp_000124,2025-07-06,4.55
emp_000124,2025-04-07,3.52
emp_000124,2025-01-07,3.41
emp_000124,2024-10-09,3.67
emp_000124,2024-07-11,3.72
emp_000125,2026-04-02,3.31
emp_000125,2026-01-02,4.42
emp_000125,2025-10-04,3.49
emp_000125,2025-07-06,3.31
emp_000125,2025-04-07,3.28
emp_000125,2025-01-07,3.28
emp_000125,2024-10-09,3.98
emp_000125,2024-07-11,3.87
emp_000126,2026-04-02,4.42
emp_000126,2026-01-02,4.35
emp_000126,2025-10-04,4.75
emp_000126,2025-07-06,4.48
emp_000126,2025-04-07,4.09
emp_000126,2025-01-07,3.99
emp_000126,2024-10-09,4.06
emp_000126,2024-07-11,4.02
emp_000127,2026-04-02,4.45
emp_000127,2026-01-02,3.51
emp_000127,2025-10-04,3.96
emp_000127,2025-07-06,4.49
emp_000127,2025-04-07,4.0
emp_000127,2025-01-07,3.65
emp_000127,2024-10-09,4.1
emp_000127,2024-07-11,3.98
emp_000128,2026-04-02,4.27
emp_000128,2026-01-02,4.28
emp_000128,2025-10-04,4.3
emp_000128,2025-07-06,3.91
emp_000128,2025-04-07,4.44
emp_000128,2025-01-07,4.17
emp_000128,2024-10-09,3.95
emp_000128,2024-07-11,4.22
emp_000129,2026-04-02,3.76
