employee_id,snapshot_date,mood,stress_level,sleep_quality,energy_level,burnout_exhaustion
emp_000165,2026-07-01,0.5374,0.7405,0.1168,0.5797,0.3909
emp_000166,2026-07-01,0.8254,0.0834,0.3313,0.5122,0.3795
emp_000168,2026-07-01,0.438,0.1855,0.615,0.6502,0.5806
emp_000169,2026-07-01,0.4277,0.5354,0.4143,0.5531,0.5186
emp_000170,2026-07-01,0.5326,0.3539,0.29,0.6402,0.6485
emp_000171,2026-07-01,0.2767,0.5292,0.1425,0.5108,0.491
emp_000174,2026-07-01,0.4842,0.3825,0.3766,0.6497,0.2444
emp_000175,2026-07-01,0.4029,0.3113,0.2206,0.4889,0.6534
emp_000176,2026-07-01,0.5694,0.2203,0.3669,0.4024,0.5671
emp_000177,2026-07-01,0.565,0.1281,0.2573,0.8416,0.5069
emp_000178,2026-07-01,0.4684,0.4435,0.307,0.383,0.2919
emp_000179,2026-07-01,0.7137,0.3234,0.599,0.4817,0.5971
emp_000180,2026-07-01,0.7047,0.3412,0.2437,0.8229,0.4301
emp_000181,2026-07-01,0.6461,0.514,0.3941,0.5118,0.6175
emp_000182,2026-07-01,0.524,0.3216,0.3577,0.7156,0.4385
emp_000184,2026-07-01,0.531,0.6566,0.3377,0.5049,0.3677
emp_000185,2026-07-01,0.5055,0.3292,0.2999,0.5263,0.4597
emp_000186,2026-07-01,0.2187,0.352,0.2153,0.5222,0.5428
emp_000187,2026-07-01,0.4801,0.3167,0.1789,0.7159,0.4868
emp_000189,2026-07-01,0.5502,0.251,0.2332,0.5299,0.5566
emp_000190,2026-07-01,0.5358,0.2652,0.482,0.5756,0.5605
emp_000191,2026-07-01,0.3933,0.3791,0.5157,0.5023,0.4885
emp_000193,2026-07-01,0.3788,0.3487,0.3668,0.5878,0.5351
emp_000194,2026-07-01,0.4376,0.3822,0.3226,0.4445,0.2406
emp_000195,2026-07-01,0.5763,0.3013,0.2264,0.6425,0.3434
emp_000196,2026-07-01,0.3686,0.6385,0.415,0.6146,0.5785
emp_000198,2026-07-01,0.4233,0.3218,0.534,0.573,0.5835
emp_000199,2026-07-01,0.591,0.294,0.3645,0.4876,0.5109
emp_000201,2026-07-01,0.681,0.2032,0.4399,0.7553,0.4293
emp_000202,2026-07-01,0.3084,0.3081,0.4075,0.4013,0.3952
emp_000206,2026-07-01,0.5422,0.3217,0.2166,0.4951,0.4366
emp_000208,2026-07-01,0.2501,0.7252,0.3199,0.3162,0.3212
emp_000209,2026-07-01,0.5296,0.5792,0.3026,0.3761,0.5115
emp_000210,2026-07-01,0.28,0.4213,0.1976,0.6126,0.4664
emp_000211,2026-07-01,0.5175,0.5422,0.4758,0.5127,0.3408
emp_000212,2026-07-01,0.7225,0.49,0.2958,0.6444,0.6129
emp_000214,2026-07-01,0.6271,0.0964,0.2792,0.3916,0.4879
emp_000215,2026-07-01,0.3494,0.4493,0.3621,0.3574,0.3175
emp_000218,2026-07-01,0.5302,0.3711,0.4259,0.7202,0.4828
emp_000219,2026-07-01,0.5414,0.2838,0.3463,0.4486,0.56
emp_000220,2026-07-01,0.4654,0.0467,0.3708,0.4147,0.4407
emp_000221,2026-07-01,0.5389,0.1739,0.1462,0.611,0.4264
emp_000222,2026-07-01,0.4724,0.4037,0.353,0.7908,0.4506
emp_000223,2026-07-01,0.7742,0.2619,0.7744,0.7335,0.4174
emp_000225,2026-07-01,0.5633,0.2203,0.2718,0.6789,0.5509
emp_000226,2026-07-01,0.3771,0.2497,0.4084,0.4292,0.3706
emp_000228,2026-07-01,0.5799,0.2917,0.4393,0.7068,0.494
emp_000229,2026-07-01,0.6447,0.247,0.2462,0.5676,0.376
emp_000230,2026-07-01,0.5696,0.5104,0.1843,0.2568,0.4248
emp_000232,2026-07-01,0.4913,0.3227,0.3054,0.4387,0.4267
emp_000233,2026-07-01,0.7723,0.3855,0.4576,0.4654,0.4324
emp_000234,2026-07-01,0.5439,0.122,0.449,0.577,0.5417
emp_000235,2026-07-01,0.362,0.54,0.3304,0.4743,0.626
emp_000236,2026-07-01,0.4134,0.4559,0.115,0.6278,0.4212
emp_000239,2026-07-01,0.405,0.4873,0.4376,0.4697,0.3239
emp_000240,2026-07-01,0.7039,0.384,0.2514,0.5259,0.3944
emp_000241,2026-07-01,0.455,0.31,0.4722,0.4233,0.5212
emp_000242,2026-07-01,0.5807,0.4353,0.2864,0.5426,0.6293
emp_000244,2026-07-01,0.4537,0.2333,0.4072,0.425,0.3951
emp_000245,2026-07-01,0.5498,0.259,0.5645,0.6267,0.5617
emp_000246,2026-07-01,0.436,0.3464,0.5273,0.587,0.6938
emp_000248,2026-07-01,0.377,0.4514,0.4647,0.496,0.5786
emp_000249,2026-07-01,0.3293,0.5039,0.3003,0.5421,0.5563
emp_000250,2026-07-01,0.6644,0.2925,0.3769,0.6817,0.4522
emp_000251,2026-07-01,0.4289,0.3453,0.2764,0.5591,0.6099
emp_000252,2026-07-01,0.498,0.3989,0.2849,0.5285,0.3601
emp_000253,2026-07-01,0.7265,0.3838,0.5245,0.6609,0.5701
emp_000255,2026-07-01,0.5121,0.4055,0.4317,0.5672,0.3309
emp_000256,2026-07-01,0.5395,0.2357,0.4748,0.6319,0.4022
emp_000257,2026-07-01,0.7606,0.3594,0.3727,0.4875,0.385
emp_000258,2026-07-01,0.1994,0.541,0.3987,0.6921,0.3833
emp_000259,2026-07-01,0.3986,0.4072,0.1591,0.4209,0.515
emp_000260,2026-07-01,0.3018,0.2555,0.1991,0.4029,0.4016
emp_000261,2026-07-01,0.4889,0.4159,0.2085,0.5348,0.5367
emp_000263,2026-07-01,0.5662,0.3305,0.228,0.5104,0.387
emp_000269,2026-07-01,0.5669,0.2311,0.5538,0.6189,0.4177
emp_000270,2026-07-01,0.4468,0.3324,0.2274,0.4553,0.4197
emp_000272,2026-07-01,0.5735,0.3988,0.1288,0.537,0.5782
emp_000273,2026-07-01,0.4565,0.2235,0.755,0.6227,0.7215
emp_000274,2026-07-01,0.5136,0.2578,0.3695,0.4308,0.4655
emp_000275,2026-07-01,0.4896,0.2075,0.4098,0.5399,0.231
emp_000276,2026-07-01,0.5214,0.3214,0.5192,0.6923,0.5537
emp_000277,2026-07-01,0.4281,0.4871,0.5765,0.5743,0.6138
emp_000280,2026-07-01,0.5862,0.5935,0.0369,0.5416,0.5004
emp_000281,2026-07-01,0.4702,0.1999,0.5657,0.492,0.574
emp_000282,2026-07-01,0.5373,0.583,0.0,0.4785,0.3395
emp_000285,2026-07-01,0.4574,0.6714,0.3855,0.4097,0.5963
emp_000286,2026-07-01,0.4498,0.4036,0.2293,0.4206,0.7545
emp_000288,2026-07-01,0.564,0.3103,0.3823,0.4593,0.3178
emp_000289,2026-07-01,0.6388,0.2741,0.3624,0.6246,0.3442
emp_000290,2026-07-01,0.2922,0.3078,0.3438,0.6076,0.463
emp_000293,2026-07-01,0.5275,0.4021,0.4405,0.4967,0.3223
emp_000294,2026-07-01,0.4799,0.6372,0.0,0.5471,0.7106
emp_000296,2026-07-01,0.5113,0.3813,0.2366,0.4716,0.449
emp_000297,2026-07-01,0.655,0.1802,0.077,0.3998,0.5108
emp_000298,2026-07-01,0.4842,0.3086,0.5291,0.6435,0.4985
emp_000300,2026-07-01,0.5111,0.4732,0.2266,0.5829,0.4855
emp_000303,2026-07-01,0.5163,0.6576,0.4009,0.5368,0.5362
emp_000304,2026-07-01,0.5517,0.0515,0.1587,0.3576,0.5279
emp_000305,2026-07-01,0.3437,0.2345,0.3157,0.4434,0.4748
emp_000306,2026-07-01,0.5608,0.1479,0.3161,0.5705,0.6354
emp_000307,2026-07-01,0.652,0.7092,0.2148,0.4525,0.5555
emp_000308,2026-07-01,0.396,0.3535,0.2658,0.4612,0.6407
emp_000309,2026-07-01,0.4714,0.3958,0.509,0.3352,0.3389
emp_000310,2026-07-01,0.6915,0.264,0.294,0.6346,0.4842
emp_000311,2026-07-01,0.5299,0.1836,0.34,0.4927,0.446
emp_000312,2026-07-01,0.6174,0.2158,0.3599,0.6336,0.5804
emp_000315,2026-07-01,0.4735,0.2722,0.1482,0.4125,0.5065
emp_000316,2026-07-01,0.5988,0.2498,0.2471,0.6709,0.431
emp_000317,2026-07-01,0.4964,0.2527,0.4708,0.5619,0.5751
emp_000318,2026-07-01,0.4787,0.2884,0.2077,0.6005,0.4491
emp_000319,2026-07-01,0.7125,0.5152,0.349,0.4308,0.4389
emp_000320,2026-07-01,0.4646,0.3211,0.389,0.6143,0.5708
emp_000321,2026-07-01,0.5413,0.4888,0.231,0.4506,0.4998
emp_000323,2026-07-01,0.5478,0.4181,0.4612,0.506,0.478
emp_000324,2026-07-01,0.6287,0.3684,0.1234,0.6785,0.4439
emp_000325,2026-07-01,0.6136,0.1589,0.6369,0.5077,0.4829
emp_000328,2026-07-01,0.3948,0.4079,0.2805,0.7018,0.3464
emp_000330,2026-07-01,0.4517,0.1099,0.3427,0.6074,0.325
emp_000331,2026-07-01,0.5252,0.3005,0.3192,0.631,0.6493
emp_000332,2026-07-01,0.5093,0.2159,0.3256,0.5322,0.2674
emp_000333,2026-07-01,0.4751,0.4606,0.2085,0.3932,0.5505
emp_000336,2026-07-01,0.619,0.434,0.3801,0.6166,0.4704
emp_000337,2026-07-01,0.6006,0.4008,0.3122,0.5152,0.2827
emp_000338,2026-07-01,0.5669,0.2396,0.4703,0.5474,0.4146
emp_000339,2026-07-01,0.4253,0.2736,0.5568,0.5305,0.4095
emp_000340,2026-07-01,0.6073,0.363,0.3472,0.4581,0.385
emp_000342,2026-07-01,0.502,0.414,0.4543,0.5231,0.3952
emp_000345,2026-07-01,0.6142,0.254,0.234,0.5914,0.536
emp_000347,2026-07-01,0.4817,0.4362,0.2686,0.5667,0.5928
emp_000348,2026-07-01,0.4904,0.4533,0.1756,0.6009,0.5174
emp_000349,2026-07-01,0.7651,0.2023,0.5677,0.615,0.4639
emp_000350,2026-07-01,0.3019,0.3492,0.2922,0.2509,0.4623
emp_000351,2026-07-01,0.5718,0.3856,0.4454,0.6439,0.4489
emp_000352,2026-07-01,0.4944,0.4494,0.4295,0.5666,0.4403
emp_000353,2026-07-01,0.544,0.2208,0.2141,0.5102,0.5388
emp_000354,2026-07-01,0.5146,0.4064,0.3309,0.4446,0.5593
emp_000356,2026-07-01,0.5208,0.3121,0.5034,0.7987,0.3975
emp_000357,2026-07-01,0.3578,0.489,0.067,0.5334,0.6825
emp_000359,2026-07-01,0.4781,0.3288,0.5552,0.5349,0.4916
emp_000360,2026-07-01,0.4712,0.3287,0.2512,0.4777,0.4036
emp_000361,2026-07-01,0.2914,0.4172,0.2301,0.4498,0.5324
emp_000362,2026-07-01,0.6293,0.4599,0.3015,0.7369,0.3432
emp_000363,2026-07-01,0.5846,0.554,0.2093,0.6083,0.4583
emp_000365,2026-07-01,0.5141,0.2231,0.2284,0.5679,0.4571
emp_000366,2026-07-01,0.5793,0.3636,0.2265,0.4849,0.4265
emp_000369,2026-07-01,0.4714,0.3097,0.5689,0.566,0.569
emp_000371,2026-07-01,0.4616,0.447,0.2758,0.5406,0.325
emp_000372,2026-07-01,0.4795,0.2969,0.4113,0.6902,0.535
emp_000374,2026-07-01,0.6545,0.4088,0.1647,0.5065,0.3095
emp_000379,2026-07-01,0.374,0.3593,0.4739,0.3193,0.6076
emp_000380,2026-07-01,0.3797,0.5076,0.2323,0.4558,0.3412
emp_000381,2026-07-01,0.6155,0.6336,0.1347,0.3543,0.3868
emp_000382,2026-07-01,0.5261,0.492,0.2814,0.509,0.4507
emp_000383,2026-07-01,0.4869,0.4469,0.2734,0.5066,0.3609
emp_000384,2026-07-01,0.5421,0.6041,0.4033,0.5512,0.3571
emp_000385,2026-07-01,0.6615,0.2597,0.2516,0.4713,0.6477
emp_000386,2026-07-01,0.3572,0.1702,0.1831,0.3492,0.4524
emp_000388,2026-07-01,0.3735,0.3485,0.451,0.3613,0.4865
emp_000389,2026-07-01,0.8999,0.4447,0.3649,0.6393,0.4242
emp_000390,2026-07-01,0.7045,0.1012,0.6274,0.7279,0.3587
emp_000391,2026-07-01,0.4436,0.447,0.2142,0.6521,0.4057
emp_000392,2026-07-01,0.5674,0.2379,0.4232,0.4457,0.2653
emp_000394,2026-07-01,0.3041,0.1133,0.3643,0.7522,0.442
emp_000396,2026-07-01,0.5164,0.3214,0.5902,0.5768,0.5485
emp_000398,2026-07-01,0.4607,0.3126,0.2471,0.5526,0.5063
emp_000401,2026-07-01,0.2985,0.2258,0.3571,0.4742,0.466
emp_000402,2026-07-01,0.4602,0.1926,0.3876,0.6144,0.3237
emp_000405,2026-07-01,0.3497,0.2578,0.145,0.5323,0.6143
emp_000406,2026-07-01,0.4951,0.3666,0.607,0.64,0.518
emp_000407,2026-07-01,0.6614,0.6188,0.3511,0.4482,0.4967
emp_000408,2026-07-01,0.3426,0.3029,0.5079,0.5171,0.4447
emp_000409,2026-07-01,0.3546,0.2945,0.1534,0.5691,0.5096
emp_000410,2026-07-01,0.4956,0.4002,0.5242,0.7088,0.5645
emp_000411,2026-07-01,0.5478,0.3124,0.4367,0.5345,0.4692
emp_000412,2026-07-01,0.5982,0.4758,0.2966,0.5093,0.5647
emp_000413,2026-07-01,0.2196,0.6196,0.1275,0.3279,0.4346
emp_000414,2026-07-01,0.5041,0.5207,0.4041,0.6175,0.5033
emp_000417,2026-07-01,0.3884,0.1382,0.3785,0.5537,0.4939
emp_000418,2026-07-01,0.6391,0.1714,0.3667,0.6681,0.4303
emp_000420,2026-07-01,0.6259,0.1901,0.3252,0.5541,0.4997
emp_000422,2026-07-01,0.4523,0.6003,0.4816,0.4932,0.569
emp_000423,2026-07-01,0.7045,0.4564,0.2379,0.6129,0.5651
emp_000424,2026-07-01,0.5274,0.3126,0.3138,0.7774,0.3918
emp_000425,2026-07-01,0.6584,0.7054,0.2838,0.6224,0.2716
emp_000426,2026-07-01,0.45,0.4109,0.411,0.4522,0.5587
emp_000428,2026-07-01,0.4375,0.2485,0.3436,0.425,0.6465
emp_000429,2026-07-01,0.5183,0.5379,0.4946,0.5455,0.7518
emp_000431,2026-07-01,0.6252,0.2152,0.3932,0.6477,0.3923
emp_000432,2026-07-01,0.421,0.5007,0.465,0.6046,0.3671
emp_000433,2026-07-01,0.4248,0.406,0.4899,0.7135,0.5818
emp_000434,2026-07-01,0.6216,0.3338,0.2566,0.5075,0.5229
emp_000435,2026-07-01,0.2899,0.4701,0.1752,0.3098,0.4636
emp_000436,2026-07-01,0.4434,0.2706,0.2839,0.6093,0.4875
emp_000437,2026-07-01,0.5499,0.3233,0.2666,0.7255,0.4455
emp_000438,2026-07-01,0.6723,0.2294,0.232,0.6807,0.2956
emp_000439,2026-07-01,0.6055,0.2495,0.2811,0.523,0.2273
emp_000440,2026-07-01,0.4112,0.4235,0.2533,0.4747,0.6263
emp_000441,2026-07-01,0.7461,0.1429,0.2639,0.7476,0.5124
emp_000442,2026-07-01,0.6595,0.2629,0.4118,0.4086,0.3662
emp_000447,2026-07-01,0.491,0.3451,0.2574,0.5598,0.3872
emp_000449,2026-07-01,0.3501,0.3856,0.425,0.5261,0.5541
emp_000450,2026-07-01,0.5238,0.3611,0.4774,0.5333,0.4576
emp_000451,2026-07-01,0.6634,0.4788,0.3377,0.5683,0.3104
emp_000452,2026-07-01,0.4935,0.1961,0.1884,0.3636,0.4665
emp_000453,2026-07-01,0.4732,0.3121,0.4943,0.5006,0.4455
emp_000455,2026-07-01,0.6943,0.2326,0.6175,0.7261,0.2894
emp_000457,2026-07-01,0.5356,0.4171,0.4175,0.475,0.4539
emp_000459,2026-07-01,0.4462,0.4624,0.2438,0.6122,0.3847
emp_000462,2026-07-01,0.5585,0.2866,0.5026,0.4382,0.3785
emp_000463,2026-07-01,0.6149,0.498,0.2213,0.4067,0.3518
emp_000464,2026-07-01,0.4917,0.3487,0.2163,0.4765,0.4294
emp_000467,2026-07-01,0.5001,0.2191,0.5001,0.6995,0.3676
emp_000468,2026-07-01,0.4306,0.4247,0.6133,0.707,0.4785
emp_000469,2026-07-01,0.5088,0.582,0.334,0.461,0.5494
emp_000470,2026-07-01,0.5924,0.371,0.1856,0.6033,0.497
emp_000473,2026-07-01,0.5448,0.4048,0.3175,0.6517,0.5201
emp_000474,2026-07-01,0.5702,0.6308,0.2004,0.3776,0.7367
emp_000475,2026-07-01,0.6245,0.8518,0.2488,0.558,0.382
emp_000477,2026-07-01,0.5036,0.3241,0.4228,0.5728,0.3843
emp_000478,2026-07-01,0.4289,0.5357,0.4006,0.5241,0.6706
emp_000479,2026-07-01,0.367,0.2407,0.5354,0.5693,0.4568
emp_000480,2026-07-01,0.3348,0.5405,0.4215,0.3961,0.4192
emp_000481,2026-07-01,0.5851,0.2772,0.1827,0.5297,0.3823
emp_000482,2026-07-01,0.3827,0.4983,0.4656,0.6362,0.7632
emp_000483,2026-07-01,0.5613,0.3073,0.4626,0.5365,0.5062
emp_000484,2026-07-01,0.4421,0.1831,0.1346,0.3657,0.4171
emp_000486,2026-07-01,0.622,0.2526,0.456,0.6994,0.4821
emp_000490,2026-07-01,0.6834,0.2418,0.5699,0.3784,0.6069
emp_000491,2026-07-01,0.5914,0.3078,0.3688,0.4128,0.2999
emp_000492,2026-07-01,0.6051,0.3936,0.3134,0.5036,0.5887
emp_000494,2026-07-01,0.5351,0.185,0.3519,0.3766,0.45
emp_000495,2026-07-01,0.5706,0.1039,0.2914,0.637,0.5963
emp_000496,2026-07-01,0.3185,0.7338,0.4,0.5026,0.6031
emp_000497,2026-07-01,0.8528,0.1409,0.4428,0.6343,0.4296
emp_000498,2026-07-01,0.5874,0.4404,0.2224,0.4494,0.5912
emp_000499,2026-07-01,0.5731,0.6194,0.3774,0.614,0.598
emp_000500,2026-07-01,0.5173,0.4536,0.2755,0.4719,0.5057
emp_000501,2026-07-01,0.4422,0.4154,0.5089,0.4104,0.5682
emp_000503,2026-07-01,0.4685,0.3512,0.3738,0.54,0.4698
emp_000504,2026-07-01,0.6786,0.091,0.5298,0.6445,0.3733
emp_000505,2026-07-01,0.6332,0.5419,0.3944,0.6704,0.6195
emp_000506,2026-07-01,0.5172,0.1614,0.3,0.5223,0.4282
emp_000507,2026-07-01,0.5661,0.1242,0.6067,0.6328,0.2053
emp_000509,2026-07-01,0.5343,0.5256,0.053,0.6085,0.556
emp_000511,2026-07-01,0.5272,0.2732,0.5369,0.4246,0.5535
emp_000512,2026-07-01,0.5681,0.3157,0.1758,0.5097,0.3525
emp_000513,2026-07-01,0.7369,0.3926,0.2736,0.6731,0.4654
emp_000514,2026-07-01,0.384,0.7301,0.1867,0.5843,0.6529
emp_000515,2026-07-01,0.5808,0.1999,0.0899,0.5488,0.3205
