employee_id,effective_date,base_salary,bonus_target_pct,equity_value
emp_000136,2026-07-01,83028.64,0.05,6168.3
emp_000136,2025-07-01,78328.91,0.05,5819.15
emp_000137,2026-07-01,143817.57,0.07,10542.89
emp_000138,2026-07-01,121309.02,0.07,13224.86
emp_000138,2025-07-01,114442.47,0.07,12476.28
emp_000138,2024-07-01,107964.6,0.07,11770.08
emp_000139,2026-07-01,174792.01,0.15,46008.98
emp_000139,2025-07-01,164898.12,0.15,43404.7
emp_000140,2026-07-01,192789.23,0.12,66270.57
emp_000141,2026-07-01,344301.74,0.35,445757.65
emp_000141,2025-07-01,324812.96,0.35,420526.08
emp_000141,2024-07-01,306427.32,0.35,396722.72
emp_000142,2026-07-01,244321.44,0.2,61498.19
emp_000142,2025-07-01,230491.92,0.2,58017.16
emp_000142,2024-07-01,217445.21,0.2,54733.17
emp_000143,2026-07-01,168564.03,0.15,44083.83
emp_000143,2025-07-01,159022.67,0.15,41588.52
emp_000143,2024-07-01,150021.39,0.15,39234.45
emp_000144,2026-07-01,175644.18,0.1,25188.57
emp_000145,2026-07-01,114796.14,0.07,9203.64
emp_000146,2026-07-01,126960.66,0.07,12469.49
emp_000147,2026-07-01,192082.07,0.12,69497.84
emp_000147,2025-07-01,181209.5,0.12,65564.0
emp_000147,2024-07-01,170952.36,0.12,61852.83
emp_000148,2026-07-01,108792.61,0.07,13895.9
emp_000149,2026-07-01,141197.14,0.1,32091.12
emp_000149,2025-07-01,133204.85,0.1,30274.64
emp_000149,2024-07-01,125664.95,0.1,28560.98
emp_000150,2026-07-01,76332.02,0.2,73633.95
emp_000150,2025-07-01,72011.34,0.2,69465.99
emp_000150,2024-07-01,67935.23,0.2,65533.95
emp_000151,2026-07-01,126256.41,0.1,25560.92
emp_000151,2025-07-01,119109.82,0.1,24114.08
emp_000151,2024-07-01,112367.76,0.1,22749.13
emp_000152,2026-07-01,149314.23,0.1,28482.88
emp_000152,2025-07-01,140862.48,0.1,26870.64
emp_000152,2024-07-01,132889.13,0.1,25349.66
emp_000153,2026-07-01,212969.13,0.2,70715.24
emp_000153,2025-07-01,200914.27,0.2,66712.49
emp_000153,2024-07-01,189541.77,0.2,62936.31
emp_000154,2026-07-01,99769.16,0.05,4708.92
emp_000154,2025-07-01,94121.85,0.05,4442.38
emp_000155,2026-07-01,145840.89,0.1,19900.73
emp_000155,2025-07-01,137585.75,0.1,18774.27
emp_000156,2026-07-01,225876.72,0.12,44331.54
emp_000156,2025-07-01,213091.25,0.12,41822.21
emp_000156,2024-07-01,201029.48,0.12,39454.91
emp_000157,2026-07-01,162394.54,0.1,24648.52
emp_000158,2026-07-01,160410.67,0.12,31814.0
emp_000158,2025-07-01,151330.82,0.12,30013.21
emp_000158,2024-07-01,142764.93,0.12,28314.35
emp_000159,2026-07-01,135608.41,0.1,19034.96
emp_000160,2026-07-01,106937.91,0.07,11428.84
emp_000160,2025-07-01,100884.82,0.07,10781.92
emp_000160,2024-07-01,95174.36,0.07,10171.63
emp_000161,2026-07-01,110563.83,0.07,11812.57
emp_000161,2025-07-01,104305.5,0.07,11143.93
emp_000161,2024-07-01,98401.42,0.07,10513.15
emp_000162,2026-07-01,187759.87,0.15,72299.85
emp_000162,2025-07-01,177131.95,0.15,68207.41
emp_000163,2026-07-01,210274.82,0.15,107984.64
emp_000163,2025-07-01,198372.47,0.15,101872.3
emp_000163,2024-07-01,187143.84,0.15,96105.95
emp_000164,2026-07-01,83024.9,0.05,4349.22
emp_000165,2026-07-01,119594.73,0.07,12608.08
emp_000165,2025-07-01,112825.22,0.07,11894.42
emp_000165,2024-07-01,106438.88,0.07,11221.15
emp_000166,2026-07-01,311910.31,0.25,218310.19
emp_000166,2025-07-01,294255.01,0.25,205953.01
emp_000166,2024-07-01,277599.07,0.25,194295.29
emp_000167,2026-07-01,409846.94,0.35,439872.57
emp_000167,2025-07-01,386648.06,0.35,414974.12
emp_000167,2024-07-01,364762.32,0.35,391485.02
emp_000168,2026-07-01,102203.51,0.07,12162.79
emp_000168,2025-07-01,96418.41,0.07,11474.33
emp_000168,2024-07-01,90960.76,0.07,10824.84
emp_000169,2026-07-01,147388.03,0.12,53392.91
emp_000169,2025-07-01,139045.31,0.12,50370.67
emp_000169,2024-07-01,131174.82,0.12,47519.5
emp_000170,2026-07-01,209936.74,0.12,42082.71
emp_000170,2025-07-01,198053.53,0.12,39700.67
emp_000170,2024-07-01,186842.95,0.12,37453.46
emp_000171,2026-07-01,149645.79,0.1,19543.47
emp_000172,2026-07-01,67755.24,0.15,107914.56
emp_000172,2025-07-01,63920.04,0.15,101806.19
emp_000173,2026-07-01,132181.37,0.1,24217.13
emp_000174,2026-07-01,58332.73,0.15,43497.54
emp_000174,2025-07-01,55030.88,0.15,41035.42
emp_000175,2026-07-01,162815.52,0.1,27945.98
emp_000175,2025-07-01,153599.55,0.1,26364.13
emp_000175,2024-07-01,144905.23,0.1,24871.82
emp_000176,2026-07-01,106738.29,0.07,8293.43
emp_000177,2026-07-01,131003.55,0.1,24859.26
emp_000178,2026-07-01,73206.03,0.05,4439.1
emp_000179,2026-07-01,131240.07,0.1,17110.59
emp_000179,2025-07-01,123811.39,0.1,16142.07
emp_000179,2024-07-01,116803.2,0.1,15228.36
emp_000180,2026-07-01,172348.6,0.12,43111.97
emp_000180,2025-07-01,162593.02,0.12,40671.67
emp_000180,2024-07-01,153389.64,0.12,38369.5
emp_000181,2026-07-01,131136.72,0.07,7966.75
emp_000182,2026-07-01,91317.01,0.05,3004.63
emp_000183,2026-07-01,126648.92,0.1,23935.46
emp_000184,2026-07-01,141595.31,0.1,21536.87
emp_000185,2026-07-01,479667.86,0.35,351314.9
emp_000185,2025-07-01,452516.85,0.35,331429.15
emp_000185,2024-07-01,426902.69,0.35,312669.01
emp_000186,2026-07-01,162270.8,0.15,26497.8
emp_000186,2025-07-01,153085.66,0.15,24997.92
emp_000186,2024-07-01,144420.43,0.15,23582.95
emp_000187,2026-07-01,296384.27,0.35,499025.7
emp_000187,2025-07-01,279607.8,0.35,470778.96
emp_000187,2024-07-01,263780.95,0.35,444131.1
emp_000188,2026-07-01,176944.19,0.12,68708.34
emp_000188,2025-07-01,166928.48,0.12,64819.19
emp_000188,2024-07-01,157479.7,0.12,61150.18
emp_000189,2026-07-01,541832.32,0.55,756647.14
emp_000189,2025-07-01,511162.57,0.55,713818.06
emp_000190,2026-07-01,115256.84,0.07,11251.89
emp_000191,2026-07-01,108561.44,0.07,11998.5
emp_000192,2026-07-01,86243.8,0.05,4601.14
emp_000192,2025-07-01,81362.08,0.05,4340.7
emp_000193,2026-07-01,118411.61,0.1,23475.2
emp_000193,2025-07-01,111709.07,0.1,22146.42
emp_000193,2024-07-01,105385.91,0.1,20892.84
emp_000194,2026-07-01,175036.1,0.15,46317.78
emp_000194,2025-07-01,165128.4,0.15,43696.02
emp_000195,2026-07-01,215479.93,0.12,55820.54
emp_000196,2026-07-01,146454.49,0.1,15418.99
emp_000196,2025-07-01,138164.61,0.1,14546.22
emp_000197,2026-07-01,139673.01,0.1,22091.69
emp_000198,2026-07-01,128060.96,0.1,26636.94
emp_000199,2026-07-01,93390.93,0.07,10756.36
emp_000200,2026-07-01,196306.58,0.15,92403.61
emp_000200,2025-07-01,185194.89,0.15,87173.22
emp_000200,2024-07-01,174712.16,0.15,82238.88
emp_000201,2026-07-01,96298.29,0.07,8712.97
emp_000202,2026-07-01,246420.74,0.2,110962.04
emp_000202,2025-07-01,232472.4,0.2,104681.17
emp_000203,2026-07-01,93957.55,0.07,10842.81
emp_000204,2026-07-01,173975.63,0.12,65594.24
emp_000204,2025-07-01,164127.95,0.12,61881.36
emp_000205,2026-07-01,120083.03,0.07,13792.37
emp_000205,2025-07-01,113285.88,0.07,13011.67
emp_000206,2026-07-01,169903.76,0.15,49625.29
emp_000206,2025-07-01,160286.57,0.15,46816.31
emp_000206,2024-07-01,151213.74,0.15,44166.33
emp_000207,2026-07-01,50705.02,0.1,26600.08
emp_000208,2026-07-01,163009.1,0.15,96344.74
emp_000208,2025-07-01,153782.17,0.15,90891.26
emp_000208,2024-07-01,145077.52,0.15,85746.48
emp_000209,2026-07-01,187902.13,0.12,57155.79
emp_000210,2026-07-01,223612.74,0.15,111144.28
emp_000210,2025-07-01,210955.42,0.15,104853.09
emp_000210,2024-07-01,199014.54,0.15,98918.01
emp_000211,2026-07-01,564791.83,0.55,1309560.49
emp_000211,2025-07-01,532822.48,0.55,1235434.42
emp_000211,2024-07-01,502662.72,0.55,1165504.17
emp_000212,2026-07-01,96315.08,0.07,9105.77
emp_000212,2025-07-01,90863.28,0.07,8590.35
emp_000213,2026-07-01,125418.27,0.12,77736.72
emp_000213,2025-07-01,118319.12,0.12,73336.53
emp_000213,2024-07-01,111621.81,0.12,69185.4
emp_000214,2026-07-01,91530.17,0.05,6216.1
emp_000215,2026-07-01,332657.8,0.25,173495.96
emp_000215,2025-07-01,313828.11,0.25,163675.43
emp_000215,2024-07-01,296064.26,0.25,154410.79
emp_000216,2026-07-01,122618.94,0.1,17033.36
emp_000217,2026-07-01,69536.35,0.2,88879.96
emp_000217,2025-07-01,65600.33,0.2,83849.02
emp_000217,2024-07-01,61887.1,0.2,79102.85
emp_000218,2026-07-01,67358.75,0.05,5787.44
emp_000218,2025-07-01,63545.99,0.05,5459.85
emp_000219,2026-07-01,258937.45,0.25,198468.06
emp_000219,2025-07-01,244280.61,0.25,187234.02
emp_000219,2024-07-01,230453.41,0.25,176635.87
emp_000220,2026-07-01,186511.19,0.1,26728.18
emp_000221,2026-07-01,108381.84,0.07,9453.86
emp_000222,2026-07-01,145717.2,0.1,24083.89
emp_000222,2025-07-01,137469.06,0.1,22720.65
emp_000223,2026-07-01,199029.37,0.1,31959.43
emp_000223,2025-07-01,187763.56,0.1,30150.41
emp_000224,2026-07-01,199514.58,0.15,49264.02
emp_000225,2026-07-01,203472.56,0.15,46345.63
emp_000226,2026-07-01,183229.1,0.15,57750.36
emp_000226,2025-07-01,172857.64,0.15,54481.47
emp_000227,2026-07-01,220154.86,0.2,90779.85
emp_000227,2025-07-01,207693.26,0.2,85641.37
emp_000228,2026-07-01,127921.14,0.07,14880.12
emp_000229,2026-07-01,146928.48,0.15,45638.81
emp_000229,2025-07-01,138611.77,0.15,43055.48
emp_000229,2024-07-01,130765.82,0.15,40618.38
emp_000230,2026-07-01,218752.72,0.15,40500.12
emp_000230,2025-07-01,206370.49,0.15,38207.66
emp_000231,2026-07-01,200296.76,0.15,44760.14
emp_000232,2026-07-01,180001.1,0.1,23697.26
emp_000232,2025-07-01,169812.36,0.1,22355.91
emp_000233,2026-07-01,153621.84,0.12,62530.65
emp_000233,2025-07-01,144926.26,0.12,58991.18
emp_000234,2026-07-01,34206.39,0.07,13366.13
emp_000235,2026-07-01,126028.23,0.1,25673.43
emp_000235,2025-07-01,118894.56,0.1,24220.22
emp_000236,2026-07-01,130393.42,0.1,23414.52
emp_000237,2026-07-01,58667.01,0.05,5799.29
emp_000237,2025-07-01,55346.24,0.05,5471.03
emp_000238,2026-07-01,60942.56,0.05,5985.31
emp_000239,2026-07-01,143950.66,0.1,24652.74
emp_000239,2025-07-01,135802.51,0.1,23257.3
emp_000240,2026-07-01,188681.96,0.15,37957.76
emp_000240,2025-07-01,178001.85,0.15,35809.21
emp_000240,2024-07-01,167926.27,0.15,33782.27
emp_000241,2026-07-01,196559.12,0.15,45751.52
emp_000241,2025-07-01,185433.13,0.15,43161.81
emp_000241,2024-07-01,174936.92,0.15,40718.69
emp_000242,2026-07-01,229931.11,0.15,73932.34
emp_000242,2025-07-01,216916.14,0.15,69747.49
emp_000242,2024-07-01,204637.87,0.15,65799.52
emp_000243,2026-07-01,108860.95,0.07,11989.49
emp_000243,2025-07-01,102699.01,0.07,11310.84
emp_000244,2026-07-01,238993.84,0.2,85184.48
emp_000244,2025-07-01,225465.89,0.2,80362.72
emp_000244,2024-07-01,212703.67,0.2,75813.88
emp_000245,2026-07-01,209662.04,0.12,57088.77
emp_000245,2025-07-01,197794.38,0.12,53857.33
emp_000245,2024-07-01,186598.47,0.12,50808.8
emp_000246,2026-07-01,201590.27,0.15,39798.77
emp_000246,2025-07-01,190179.5,0.15,37546.01
emp_000246,2024-07-01,179414.62,0.15,35420.76
emp_000247,2026-07-01,86108.77,0.05,6690.54
emp_000248,2026-07-01,172756.46,0.15,52961.16
emp_000248,2025-07-01,162977.79,0.15,49963.36
emp_000249,2026-07-01,133726.83,0.1,26207.52
emp_000250,2026-07-01,322879.94,0.25,198839.31
emp_000250,2025-07-01,304603.72,0.25,187584.25
emp_000251,2026-07-01,126026.14,0.07,11729.2
emp_000252,2026-07-01,89382.07,0.05,2615.33
emp_000253,2026-07-01,147220.32,0.15,39313.71
emp_000253,2025-07-01,138887.09,0.15,37088.41
emp_000254,2026-07-01,128769.62,0.1,27467.1
emp_000254,2025-07-01,121480.77,0.1,25912.36
emp_000254,2024-07-01,114604.5,0.1,24445.62
emp_000255,2026-07-01,120644.33,0.1,20094.25
emp_000255,2025-07-01,113815.41,0.1,18956.84
emp_000256,2026-07-01,151843.79,0.15,47506.47
emp_000256,2025-07-01,143248.86,0.15,44817.42
emp_000256,2024-07-01,135140.43,0.15,42280.59
emp_000257,2026-07-01,181592.63,0.2,106340.5
emp_000257,2025-07-01,171313.8,0.2,100321.23
emp_000257,2024-07-01,161616.79,0.2,94642.67
emp_000258,2026-07-01,94646.17,0.07,12223.46
emp_000259,2026-07-01,96367.02,0.07,12683.6
emp_000260,2026-07-01,138486.39,0.1,25739.17
emp_000260,2025-07-01,130647.54,0.1,24282.24
emp_000261,2026-07-01,260189.5,0.2,83973.1
emp_000261,2025-07-01,245461.79,0.2,79219.91
emp_000261,2024-07-01,231567.73,0.2,74735.76
emp_000262,2026-07-01,122259.86,0.15,41102.37
