employee_id,hire_date,hire_source
emp_000177,2025-03-01,referral
emp_000178,2025-06-01,referral
emp_000179,2021-12-31,linkedin
emp_000180,2022-08-31,linkedin
emp_000181,2025-10-01,recruiter
emp_000182,2024-08-31,recruiter
emp_000183,2025-03-01,recruiter
emp_000184,2025-06-01,linkedin
emp_000185,2023-03-02,recruiter
emp_000186,2023-01-30,recruiter
emp_000187,2012-09-30,referral
emp_000188,2017-06-01,recruiter
emp_000189,2023-10-31,linkedin
emp_000190,2025-04-01,referral
emp_000191,2025-11-30,linkedin
emp_000192,2024-03-01,linkedin
emp_000193,2022-03-02,referral
emp_000194,2024-05-01,referral
emp_000195,2025-08-01,linkedin
emp_000196,2024-01-31,referral
emp_000197,2024-12-31,university
emp_000198,2025-10-31,referral
emp_000199,2025-10-01,company_site
emp_000200,2021-11-30,linkedin
emp_000201,2025-01-30,referral
emp_000202,2023-12-01,university
emp_000203,2025-07-01,conference
emp_000204,2023-10-31,company_site
emp_000205,2024-07-01,linkedin
emp_000206,2019-08-31,referral
emp_000207,2024-12-31,linkedin
emp_000208,2021-03-01,university
emp_000209,2024-10-31,referral
emp_000210,2021-09-30,conference
emp_000211,2022-08-31,recruiter
emp_000212,2024-05-01,linkedin
emp_000213,2022-12-01,company_site
emp_000214,2024-07-31,referral
emp_000215,2018-11-30,recruiter
emp_000216,2025-03-01,linkedin
emp_000217,2023-05-02,conference
emp_000218,2024-03-01,referral
emp_000219,2022-10-31,company_site
emp_000220,2024-11-30,recruiter
emp_000221,2025-06-01,linkedin
emp_000222,2023-12-31,recruiter
emp_000223,2024-04-01,company_site
emp_000224,2024-11-30,linkedin
emp_000225,2025-07-01,boomerang
emp_000226,2024-01-31,linkedin
emp_000227,2024-01-31,linkedin
emp_000228,2025-08-01,referral
emp_000229,2021-12-31,linkedin
emp_000230,2023-12-31,boomerang
emp_000231,2024-07-31,linkedin
emp_000232,2023-10-01,referral
emp_000233,2023-10-31,company_site
emp_000234,2026-01-30,linkedin
emp_000235,2023-10-01,linkedin
emp_000236,2025-04-01,linkedin
emp_000237,2024-05-01,referral
emp_000238,2024-08-31,conference
emp_000239,2023-12-31,referral
emp_000240,2018-07-01,recruiter
emp_000241,2020-11-30,recruiter
emp_000242,2021-03-01,company_site
emp_000243,2024-04-01,linkedin
emp_000244,2021-04-01,referral
emp_000245,2022-03-02,linkedin
emp_000246,2015-12-01,boomerang
emp_000247,2024-11-30,linkedin
emp_000248,2023-12-31,linkedin
emp_000249,2025-03-01,conference
emp_000250,2024-05-31,company_site
emp_000251,2025-04-01,linkedin
emp_000252,2025-06-01,linkedin
emp_000253,2023-12-01,referral
emp_000254,2023-06-01,referral
emp_000255,2023-08-01,company_site
emp_000256,2022-03-02,referral
emp_000257,2020-10-31,conference
emp_000258,2025-05-01,company_site
emp_000259,2025-10-01,company_site
emp_000260,2024-07-01,referral
emp_000261,2020-05-31,recruiter
emp_000262,2024-08-31,referral
emp_000263,2018-10-01,recruiter
emp_000264,2024-11-30,conference
emp_000265,2022-08-01,referral
emp_000266,2025-01-30,linkedin
emp_000267,2024-03-01,linkedin
emp_000268,2023-09-01,company_site
emp_000269,2024-03-01,referral
emp_000270,2024-09-30,linkedin
emp_000271,2024-03-01,referral
emp_000272,2023-12-01,company_site
emp_000273,2023-12-31,conference
emp_000274,2024-10-31,recruiter
emp_000275,2021-10-31,referral
emp_000276,2025-03-01,linkedin
emp_000277,2025-07-01,recruiter
emp_000278,2024-08-31,company_site
emp_000279,2025-08-01,recruiter
emp_000280,2021-08-31,university
emp_000281,2024-05-31,referral
emp_000282,2021-11-30,university
emp_000283,2021-08-01,company_site
emp_000284,2024-07-31,referral
emp_000285,2026-04-01,recruiter
emp_000286,2025-01-30,company_site
emp_000287,2022-07-01,referral
emp_000288,2025-01-30,linkedin
emp_000289,2022-03-02,recruiter
emp_000290,2024-05-31,linkedin
emp_000291,2025-08-01,recruiter
emp_000292,2023-12-01,company_site
emp_000293,2025-12-31,recruiter
emp_000294,2026-05-02,company_site
emp_000295,2021-04-01,linkedin
emp_000296,2023-01-30,university
emp_000297,2014-05-01,referral
emp_000298,2022-01-30,linkedin
emp_000299,2024-11-30,recruiter
emp_000300,2025-03-01,company_site
emp_000301,2024-11-30,recruiter
emp_000302,2023-07-02,referral
emp_000303,2023-04-01,linkedin
emp_000304,2022-12-31,recruiter
emp_000305,2020-08-31,recruiter
emp_000306,2025-11-30,company_site
emp_000307,2026-04-01,linkedin
emp_000308,2022-12-01,university
emp_000309,2023-04-01,linkedin
emp_000310,2023-12-01,referral
emp_000311,2025-04-01,recruiter
emp_000312,2022-03-02,company_site
emp_000313,2023-01-30,linkedin
emp_000314,2023-03-02,company_site
emp_000315,2023-03-02,linkedin
emp_000316,2022-12-31,university
emp_000317,2023-03-02,referral
emp_000318,2022-07-01,company_site
emp_000319,2025-10-31,referral
emp_000320,2024-10-31,linkedin
emp_000321,2021-11-30,linkedin
emp_000322,2023-12-31,referral
emp_000323,2024-05-31,company_site
emp_000324,2024-09-30,linkedin
emp_000325,2022-08-01,recruiter
emp_000326,2024-05-31,referral
emp_000327,2025-10-31,recruiter
emp_000328,2023-12-31,linkedin
emp_000329,2023-07-02,recruiter
emp_000330,2021-03-01,university
emp_000331,2023-08-01,conference
emp_000332,2023-05-02,recruiter
emp_000333,2026-01-30,recruiter
emp_000334,2024-10-31,conference
emp_000335,2024-07-31,boomerang
emp_000336,2025-03-01,referral
emp_000337,2019-01-30,referral
emp_000338,2019-03-02,referral
emp_000339,2022-07-01,referral
emp_000340,2023-05-02,referral
emp_000341,2025-08-31,recruiter
emp_000342,2023-10-01,linkedin
emp_000343,2024-03-01,referral
emp_000344,2022-08-31,linkedin
emp_000345,2022-07-01,linkedin
emp_000346,2023-04-01,company_site
emp_000347,2022-08-31,referral
emp_000348,2025-06-01,company_site
emp_000349,2023-05-02,referral
emp_000350,2024-10-31,referral
emp_000351,2023-08-01,recruiter
emp_000352,2025-03-01,referral
emp_000353,2024-01-31,linkedin
emp_000354,2025-10-01,referral
emp_000355,2024-07-01,linkedin
emp_000356,2025-03-01,company_site
emp_000357,2023-06-01,referral
emp_000358,2026-03-02,company_site
emp_000359,2026-05-02,linkedin
emp_000360,2025-06-01,recruiter
emp_000361,2025-07-01,boomerang
emp_000362,2024-12-31,company_site
emp_000363,2023-12-31,referral
emp_000364,2022-12-01,recruiter
emp_000365,2023-09-01,recruiter
emp_000366,2020-07-01,linkedin
emp_000367,2024-07-01,recruiter
emp_000368,2019-04-01,referral
emp_000369,2024-07-01,referral
emp_000370,2022-08-01,conference
emp_000371,2021-08-01,referral
emp_000372,2025-01-30,company_site
emp_000373,2023-04-01,recruiter
emp_000374,2025-08-01,linkedin
emp_000375,2021-10-31,recruiter
emp_000376,2024-10-31,university
emp_000377,2022-08-31,recruiter
emp_000378,2023-12-31,referral
emp_000379,2025-03-01,referral
emp_000380,2023-10-31,university
emp_000381,2023-01-30,company_site
emp_000382,2025-10-01,company_site
emp_000383,2022-10-31,company_site
emp_000384,2022-08-01,referral
emp_000385,2020-07-01,linkedin
emp_000386,2020-11-30,recruiter
emp_000387,2023-06-01,linkedin
emp_000388,2024-04-01,linkedin
emp_000389,2025-10-01,recruiter
emp_000390,2023-06-01,linkedin
emp_000391,2026-03-02,referral
emp_000392,2020-07-31,recruiter
emp_000393,2021-09-30,linkedin
emp_000394,2022-10-31,referral
emp_000395,2024-07-31,recruiter
emp_000396,2023-05-02,company_site
emp_000397,2023-12-31,linkedin
emp_000398,2023-12-01,linkedin
emp_000399,2024-08-31,referral
emp_000400,2021-10-31,referral
emp_000401,2025-10-31,university
emp_000402,2022-05-01,university
emp_000403,2021-09-30,linkedin
emp_000404,2024-11-30,referral
emp_000405,2023-05-02,linkedin
emp_000406,2025-07-01,university
emp_000407,2018-06-01,company_site
emp_000408,2024-12-31,referral
emp_000409,2021-06-01,recruiter
emp_000410,2026-07-01,company_site
emp_000411,2025-03-01,linkedin
emp_000412,2021-08-01,recruiter
emp_000413,2025-04-01,referral
emp_000414,2024-05-31,linkedin
emp_000415,2023-10-01,company_site
emp_000416,2023-03-02,university
emp_000417,2023-06-01,company_site
emp_000418,2025-01-30,referral
emp_000419,2024-07-01,referral
emp_000420,2024-05-31,company_site
emp_000421,2026-05-02,recruiter
emp_000422,2024-10-31,linkedin
emp_000423,2018-05-01,recruiter
emp_000424,2024-12-31,boomerang
emp_000425,2024-09-30,conference
emp_000426,2025-12-31,referral
emp_000427,2025-07-01,referral
emp_000428,2023-05-02,referral
emp_000429,2025-08-01,linkedin
emp_000430,2024-12-31,recruiter
emp_000431,2018-07-01,company_site
emp_000432,2025-04-01,boomerang
emp_000433,2022-06-01,recruiter
emp_000434,2026-06-01,referral
emp_000435,2022-07-01,referral
emp_000436,2025-06-01,boomerang
emp_000437,2022-12-31,referral
emp_000438,2023-07-02,recruiter
emp_000439,2021-07-01,referral
emp_000440,2024-05-01,linkedin
emp_000441,2024-05-01,recruiter
emp_000442,2025-04-01,linkedin
emp_000443,2019-12-31,linkedin
emp_000444,2024-05-01,referral
emp_000445,2022-05-01,university
emp_000446,2024-05-31,conference
emp_000447,2025-07-01,linkedin
emp_000448,2024-01-31,recruiter
emp_000449,2023-08-01,linkedin
emp_000450,2022-01-30,recruiter
emp_000451,2023-04-01,recruiter
emp_000452,2023-06-01,company_site
emp_000453,2024-05-01,company_site
emp_000454,2020-09-30,referral
emp_000455,2024-05-31,referral
emp_000456,2021-03-01,recruiter
emp_000457,2025-08-01,referral
emp_000458,2024-11-30,recruiter
emp_000459,2022-03-02,referral
emp_000460,2025-12-31,referral
emp_000461,2025-10-31,conference
emp_000462,2025-01-30,recruiter
emp_000463,2025-03-01,recruiter
emp_000464,2024-05-01,linkedin
emp_000465,2017-07-31,referral
emp_000466,2024-07-31,recruiter
emp_000467,2022-03-02,university
emp_000468,2025-10-01,linkedin
emp_000469,2025-03-01,linkedin
emp_000470,2022-07-01,company_site
emp_000471,2024-03-01,conference
emp_000472,2024-01-31,conference
emp_000473,2023-10-01,recruiter
emp_000474,2025-08-31,referral
emp_000475,2024-01-31,university
emp_000476,2025-08-31,recruiter
emp_000477,2024-12-31,referral
emp_000478,2025-05-01,recruiter
emp_000479,2025-01-30,linkedin
emp_000480,2023-07-02,linkedin
emp_000481,2023-07-02,linkedin
emp_000482,2024-03-01,company_site
emp_000483,2021-01-30,linkedin
emp_000484,2023-01-30,university
emp_000485,2023-09-01,referral
emp_000486,2021-12-31,referral
emp_000487,2025-06-01,linkedin
emp_000488,2023-12-31,recruiter
emp_000489,2025-03-01,referral
emp_000490,2024-07-01,linkedin
emp_000491,2022-08-31,conference
emp_000492,2021-03-01,referral
emp_000493,2025-11-30,referral
emp_000494,2022-03-02,linkedin
emp_000495,2026-04-01,referral
emp_000496,2016-07-31,recruiter
emp_000497,2024-07-31,referral
emp_000498,2025-12-31,recruiter
emp_000499,2023-12-31,linkedin
emp_000500,2023-09-01,referral
emp_000501,2025-06-01,referral
emp_000502,2024-12-31,referral
emp_000503,2023-08-01,recruiter
emp_000504,2022-03-02,linkedin
emp_000505,2023-09-01,university
emp_000506,2020-05-01,company_site
emp_000507,2024-11-30,recruiter
emp_000508,2018-11-30,linkedin
emp_000509,2025-03-01,recruiter
emp_000510,2022-10-31,linkedin
emp_000511,2023-10-01,linkedin
emp_000512,2017-12-31,referral
emp_000513,2024-04-01,recruiter
emp_000514,2025-07-01,university
emp_000515,2026-03-02,company_site
emp_000516,2023-06-01,linkedin
emp_000517,2023-08-01,referral
emp_000518,2024-12-31,company_site
emp_000519,2024-09-30,referral
emp_000520,2024-05-31,referral
emp_000521,2024-05-31,recruiter
emp_000522,2022-04-01,referral
emp_000523,2023-12-31,conference
emp_000524,2024-08-31,company_site
emp_000525,2024-10-31,linkedin
emp_000526,2025-12-31,recruiter
emp_000527,2022-03-02,referral
emp_000528,2024-05-31,university
emp_000529,2021-08-31,university
emp_000530,2024-12-31,company_site
emp_000531,2022-01-30,referral
emp_000532,2022-12-31,recruiter
emp_000533,2024-03-01,referral
emp_000534,2024-04-01,company_site
emp_000535,2025-05-01,linkedin
emp_000536,2022-01-30,linkedin
emp_000537,2025-04-01,referral
emp_000538,2025-08-31,recruiter
emp_000539,2025-01-30,referral
emp_000540,2022-08-01,referral
emp_000541,2025-10-01,recruiter
emp_000542,2023-07-02,company_site
emp_000543,2021-05-01,referral
emp_000544,2023-06-01,linkedin
emp_000545,2024-05-31,referral
emp_000546,2025-03-01,recruiter
emp_000547,2025-03-01,recruiter
emp_000548,2024-09-30,university
emp_000549,2023-05-02,recruiter
emp_000550,2025-08-01,company_site
emp_000551,2025-11-30,referral
emp_000552,2025-08-31,referral
emp_000553,2024-07-01,linkedin
emp_000554,2023-10-31,referral
emp_000555,2023-10-01,recruiter
emp_000556,2018-08-31,company_site
emp_000557,2025-08-31,recruiter
emp_000558,2024-07-31,recruiter
emp_000559,2024-03-01,company_site
emp_000560,2023-12-31,recruiter
emp_000561,2025-01-30,referral
emp_000562,2025-03-01,linkedin
emp_000563,2024-03-01,conference
emp_000564,2023-05-02,referral
emp_000565,2024-05-31,company_site
emp_000566,2022-12-31,recruiter
emp_000567,2023-05-02,university
emp_000568,2024-08-31,referral
emp_000569,2022-04-01,referral
emp_000570,2025-05-01,referral
emp_000571,2024-05-01,referral
emp_000572,2025-05-01,conference
emp_000573,2023-03-02,recruiter
emp_000574,2022-12-01,university
emp_000575,2024-05-01,company_site
emp_000576,2023-12-01,company_site
emp_000577,2024-11-30,recruiter
emp_000578,2025-01-30,linkedin
emp_000579,2023-12-31,recruiter
emp_000580,2025-08-01,recruiter
emp_000581,2022-08-01,university
emp_000582,2020-08-31,referral
emp_000583,2026-03-02,linkedin
emp_000584,2026-07-01,referral
emp_000585,2024-01-31,boomerang
emp_000586,2022-08-31,boomerang
emp_000587,2024-09-30,university
emp_000588,2021-10-31,referral
emp_000589,2025-08-01,university
emp_000590,2024-04-01,linkedin
emp_000591,2022-04-01,company_site
emp_000592,2025-07-01,referral
emp_000593,2022-10-31,company_site
emp_000594,2024-04-01,linkedin
emp_000595,2025-10-31,linkedin
emp_000596,2025-12-31,linkedin
emp_000597,2025-01-30,university
emp_000598,2015-04-01,boomerang
emp_000599,2023-12-31,recruiter
emp_000600,2024-07-31,referral
emp_000601,2020-09-30,university
emp_000602,2026-01-30,recruiter
emp_000603,2025-03-01,university
emp_000604,2024-05-31,company_site
emp_000605,2025-10-31,linkedin
emp_000606,2025-08-01,linkedin
emp_000607,2024-08-31,recruiter
emp_000608,2025-10-01,referral
emp_000609,2024-12-31,recruiter
emp_000610,2025-12-31,boomerang
emp_000611,2021-11-30,boomerang
emp_000612,2025-01-30,linkedin
emp_000613,2023-04-01,recruiter
emp_000614,2021-04-01,recruiter
emp_000615,2024-12-31,boomerang
emp_000616,2024-05-31,linkedin
emp_000617,2016-08-31,linkedin
emp_000618,2024-04-01,referral
emp_000619,2022-12-01,referral
emp_000620,2024-07-31,recruiter
emp_000621,2023-05-02,conference
emp_000622,2025-06-01,linkedin
emp_000623,2024-05-01,referral
emp_000624,2019-07-02,company_site
emp_000625,2021-08-01,referral
emp_000626,2023-04-01,recruiter
emp_000627,2025-07-01,referral
emp_000628,2025-01-30,university
emp_000629,2024-07-31,recruiter
emp_000630,2025-10-01,recruiter
emp_000631,2024-05-31,referral
emp_000632,2023-09-01,recruiter
emp_000633,2024-09-30,linkedin
emp_000634,2025-01-30,linkedin
emp_000635,2025-11-30,university
emp_000636,2024-04-01,recruiter
emp_000637,2022-07-01,referral
emp_000638,2024-03-01,university
emp_000639,2022-06-01,university
emp_000640,2024-09-30,linkedin
emp_000641,2024-01-31,referral
emp_000642,2020-11-30,recruiter
emp_000643,2023-07-02,referral
emp_000644,2016-11-30,recruiter
emp_000645,2020-08-31,referral
emp_000646,2024-05-01,company_site
emp_000647,2024-11-30,referral
emp_000648,2024-04-01,company_site
emp_000649,2020-09-30,boomerang
emp_000650,2021-09-30,university
emp_000651,2023-12-31,company_site
emp_000652,2022-03-02,linkedin
emp_000653,2019-07-02,linkedin
emp_000654,2024-01-31,linkedin
emp_000655,2022-10-01,linkedin
emp_000656,2024-07-01,university
emp_000657,2023-09-01,linkedin
emp_000658,2023-03-02,linkedin
emp_000659,2022-04-01,recruiter
emp_000660,2024-07-01,company_site
emp_000661,2025-03-01,boomerang
emp_000662,2024-12-31,referral
emp_000663,2021-11-30,linkedin
emp_000664,2024-04-01,referral
emp_000665,2024-12-31,recruiter
emp_000666,2022-04-01,referral
emp_000667,2022-06-01,university
emp_000668,2025-07-01,referral
emp_000669,2022-04-01,company_site
emp_000670,2024-07-01,company_site
emp_000671,2022-04-01,linkedin
emp_000672,2020-03-01,recruiter
emp_000673,2025-10-01,recruiter
emp_000674,2025-11-30,referral
emp_000675,2025-01-30,linkedin
emp_000676,2025-10-31,recruiter
emp_000677,2024-10-31,university
emp_000678,2024-04-01,referral
emp_000679,2025-03-01,linkedin
emp_000680,2022-10-31,company_site
emp_000681,2025-08-31,referral
emp_000682,2023-12-01,linkedin
emp_000683,2025-03-01,linkedin
emp_000684,2024-08-31,referral
emp_000685,2022-08-31,referral
emp_000686,2025-08-01,referral
emp_000687,2023-12-01,recruiter
emp_000688,2023-04-01,recruiter
emp_000689,2016-12-30,referral
emp_000690,2023-08-01,company_site
emp_000691,2023-07-02,linkedin
emp_000692,2019-05-02,referral
emp_000693,2023-12-31,referral
emp_000694,2025-08-31,referral
emp_000695,2024-01-31,linkedin
emp_000696,2023-12-31,conference
emp_000697,2021-08-01,company_site
emp_000698,2024-07-31,recruiter
emp_000699,2025-12-31,linkedin
emp_000700,2024-03-01,conference
emp_000701,2023-01-30,linkedin
emp_000702,2022-03-02,recruiter
emp_000703,2022-12-01,linkedin
emp_000704,2025-10-31,linkedin
emp_000705,2021-12-31,referral
emp_000706,2023-12-31,boomerang
emp_000707,2025-04-01,conference
emp_000708,2026-05-02,company_site
emp_000709,2020-10-31,recruiter
emp_000710,2022-12-31,linkedin
emp_000711,2024-09-30,referral
emp_000712,2025-12-31,recruiter
emp_000713,2025-04-01,referral
emp_000714,2025-04-01,company_site
emp_000715,2024-11-30,company_site
emp_000716,2024-11-30,linkedin
emp_000717,2024-07-01,recruiter
emp_000718,2024-09-30,linkedin
emp_000719,2014-09-30,referral
emp_000720,2024-01-31,boomerang
emp_000721,2024-07-01,recruiter
emp_000722,2023-01-30,referral
emp_000723,2023-12-31,recruiter
emp_000724,2023-01-30,linkedin
emp_000725,2023-05-02,conference
emp_000726,2024-10-31,boomerang
emp_000727,2019-08-31,referral
emp_000728,2023-12-31,recruiter
emp_000729,2023-05-02,recruiter
emp_000730,2023-12-01,university
emp_000731,2024-05-31,boomerang
emp_000732,2025-05-01,conference
emp_000733,2025-11-30,linkedin
emp_000734,2024-09-30,referral
emp_000735,2022-06-01,university
emp_000736,2022-01-30,referral
emp_000737,2022-05-01,referral
emp_000738,2024-03-01,company_site
emp_000739,2023-09-01,linkedin
emp_000740,2023-10-01,referral
emp_000741,2025-08-31,referral
emp_000742,2023-07-02,conference
emp_000743,2024-01-31,referral
emp_000744,2025-01-30,linkedin
emp_000745,2021-09-30,recruiter
emp_000746,2024-12-31,boomerang
emp_000747,2024-09-30,recruiter
emp_000748,2025-07-01,recruiter
emp_000749,2025-12-31,boomerang
emp_000750,2024-07-31,linkedin
emp_000751,2022-10-31,university
emp_000752,2025-05-01,recruiter
emp_000753,2025-06-01,conference
emp_000754,2023-08-01,referral
emp_000755,2024-12-31,boomerang
emp_000756,2024-04-01,linkedin
emp_000757,2025-08-01,linkedin
emp_000758,2019-10-01,referral
emp_000759,2019-01-30,boomerang
emp_000760,2025-05-01,referral
emp_000761,2023-01-30,referral
emp_000762,2024-04-01,university
emp_000763,2023-10-31,referral
emp_000764,2024-04-01,recruiter
emp_000765,2024-07-01,referral
emp_000766,2024-03-01,recruiter
emp_000767,2024-03-01,linkedin
emp_000768,2025-06-01,referral
emp_000769,2024-01-31,referral
emp_000770,2025-05-01,linkedin
emp_000771,2016-11-30,linkedin
emp_000772,2023-06-01,referral
emp_000773,2022-08-01,recruiter
emp_000774,2020-07-01,linkedin
emp_000775,2025-10-31,linkedin
emp_000776,2022-10-31,recruiter
emp_000777,2020-10-31,linkedin
emp_000778,2020-03-31,referral
emp_000779,2024-01-31,university
emp_000780,2024-09-30,referral
emp_000781,2024-12-31,university
emp_000782,2023-10-01,recruiter
emp_000783,2024-09-30,linkedin
emp_000784,2025-10-01,referral
emp_000785,2022-08-31,recruiter
emp_000786,2021-12-31,recruiter
emp_000787,2023-10-31,linkedin
emp_000788,2025-01-30,linkedin
emp_000789,2025-01-30,referral
emp_000790,2025-08-01,referral
emp_000791,2025-04-01,linkedin
emp_000792,2024-09-30,referral
emp_000793,2020-08-31,referral
emp_000794,2023-12-01,recruiter
emp_000795,2022-07-01,recruiter
emp_000796,2023-04-01,referral
emp_000797,2025-03-01,linkedin
emp_000798,2025-07-01,boomerang
emp_000799,2022-12-01,recruiter
emp_000800,2025-08-01,referral
emp_000801,2025-08-31,referral
emp_000802,2025-08-31,company_site
emp_000803,2025-05-01,conference
emp_000804,2024-11-30,linkedin
emp_000805,2024-09-30,recruiter
emp_000806,2024-12-31,university
emp_000807,2024-08-31,referral
emp_000808,2022-10-01,recruiter
emp_000809,2025-04-01,referral
emp_000810,2024-04-01,recruiter
emp_000811,2024-08-31,referral
emp_000812,2022-10-01,referral
emp_000813,2023-10-31,recruiter
emp_000814,2023-12-01,recruiter
emp_000815,2022-06-01,recruiter
emp_000816,2023-10-31,university
emp_000817,2022-10-01,linkedin
emp_000818,2025-06-01,university
emp_000819,2023-03-02,company_site
emp_000820,2024-07-31,referral
